Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5216043810,MLB $5K Solo Shot [$1K to 1st],193621100,$1,Bryce Miller (43813263),Ranger Suarez (43813264),Drake Baldwin (43813288),Matt Olson (43813283),Marcus Semien (43813352),Jorge Polanco (43813435),Francisco Lindor (43813302),Ronald Acuna Jr. (43813280),Jahmai Jones (43813424),Alejandro Osuna (43813497),,1. Column A lists all of your contest entries for this draftgroup
5216043811,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,2. Your current lineup is listed next to each entry (blank for reservations)
5216043812,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5216043813,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5216043814,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,5. For faster processing only include entries you are changing in the file you upload
5216043815,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,
5216043816,MLB $5K Solo Shot [$1K to 1st],193621100,$1,George Klassen (43813273),Cal Quantrill (43813272),Logan O'Hoppe (43813544),Eric Wagaman (43813550),Davis Schneider (43813516),Josh Smith (43813441),Tsung-Che Cheng (43813554),Brandon Nimmo (43813329),Heliot Ramos (43813325),Taylor Ward (43813330),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,1B/2B,Romy Gonzalez (43813480),Romy Gonzalez,43813480,1B/2B,2900,BOS@TOR 08/12/2026 07:07PM ET,BOS,5.32
,,,,,,,,,,,,,,,2B/OF,Brett Baty (43813387),Brett Baty,43813387,2B/OF,2900,NYM@ATL 08/12/2026 07:15PM ET,NYM,5.12
,,,,,,,,,,,,,,,1B,Jared Young (43813389),Jared Young,43813389,1B,2900,NYM@ATL 08/12/2026 07:15PM ET,NYM,5.60
,,,,,,,,,,,,,,,OF,Tristan Peters (43813392),Tristan Peters,43813392,OF,2900,CIN@CWS 08/12/2026 07:40PM ET,CWS,5.32
,,,,,,,,,,,,,,,C,Jose Trevino (43813394),Jose Trevino,43813394,C,2900,CIN@CWS 08/12/2026 07:40PM ET,CIN,4.56
,,,,,,,,,,,,,,,OF,Isaac Collins (43813391),Isaac Collins,43813391,OF,2900,KC@LAD 08/12/2026 10:10PM ET,KC,5.68
,,,,,,,,,,,,,,,3B,Amed Rosario (43813390),Amed Rosario,43813390,3B,2900,SEA@NYY 08/12/2026 07:05PM ET,NYY,4.96
,,,,,,,,,,,,,,,SS,Anthony Volpe (43813479),Anthony Volpe,43813479,SS,2900,SEA@NYY 08/12/2026 07:05PM ET,NYY,5.48
,,,,,,,,,,,,,,,OF,Luke Raley (43813482),Luke Raley,43813482,OF,2900,SEA@NYY 08/12/2026 07:05PM ET,SEA,5.10
,,,,,,,,,,,,,,,OF,Jesus Sanchez (43813397),Jesus Sanchez,43813397,OF,2800,BOS@TOR 08/12/2026 07:07PM ET,TOR,5.22
,,,,,,,,,,,,,,,OF,Dane Myers (43813398),Dane Myers,43813398,OF,2800,CIN@CWS 08/12/2026 07:40PM ET,CIN,4.14
,,,,,,,,,,,,,,,OF,Starling Marte (43813395),Starling Marte,43813395,OF,2800,KC@LAD 08/12/2026 10:10PM ET,KC,3.96
,,,,,,,,,,,,,,,3B,Denzer Guzman (43813396),Denzer Guzman,43813396,3B,2800,TEX@LAA 08/12/2026 10:10PM ET,LAA,5
,,,,,,,,,,,,,,,C,Moises Ballesteros (43813399),Moises Ballesteros,43813399,C,2800,TEX@LAA 08/12/2026 10:10PM ET,LAA,4.37
,,,,,,,,,,,,,,,3B/SS,J.P. Crawford (43813483),J.P. Crawford,43813483,3B/SS,2800,SEA@NYY 08/12/2026 07:05PM ET,SEA,6.18
,,,,,,,,,,,,,,,C,Brandon Valenzuela (43813403),Brandon Valenzuela,43813403,C,2700,BOS@TOR 08/12/2026 07:07PM ET,TOR,4.93
,,,,,,,,,,,,,,,OF,Yohendrick Pinango (43813486),Yohendrick Pinango,43813486,OF,2700,BOS@TOR 08/12/2026 07:07PM ET,TOR,4.64
,,,,,,,,,,,,,,,2B/3B,Gabriel Arias (43813400),Gabriel Arias,43813400,2B/3B,2700,NYM@ATL 08/12/2026 07:15PM ET,NYM,4.91
,,,,,,,,,,,,,,,OF,Alex Call (43813402),Alex Call,43813402,OF,2700,KC@LAD 08/12/2026 10:10PM ET,LAD,3.59
,,,,,,,,,,,,,,,C,Danny Jansen (43813485),Danny Jansen,43813485,C,2700,TEX@LAA 08/12/2026 10:10PM ET,TEX,4.58
,,,,,,,,,,,,,,,SS,Colt Emerson (43813404),Colt Emerson,43813404,SS,2700,SEA@NYY 08/12/2026 07:05PM ET,SEA,5.10
,,,,,,,,,,,,,,,OF,Eli White (43813408),Eli White,43813408,OF,2600,BOS@TOR 08/12/2026 07:07PM ET,BOS,3.84
,,,,,,,,,,,,,,,C,Mickey Gasper (43813487),Mickey Gasper,43813487,C,2600,BOS@TOR 08/12/2026 07:07PM ET,BOS,4.38
,,,,,,,,,,,,,,,C,Sean Murphy (43813405),Sean Murphy,43813405,C,2600,NYM@ATL 08/12/2026 07:15PM ET,ATL,1.86
,,,,,,,,,,,,,,,C,Luis Torrens (43813406),Luis Torrens,43813406,C,2600,NYM@ATL 08/12/2026 07:15PM ET,NYM,4.69
,,,,,,,,,,,,,,,OF,Brewer Hicklen (43813488),Brewer Hicklen,43813488,OF,2600,NYM@ATL 08/12/2026 07:15PM ET,ATL,6.62
,,,,,,,,,,,,,,,OF,TJ Friedl (43813409),TJ Friedl,43813409,OF,2600,CIN@CWS 08/12/2026 07:40PM ET,CIN,4.08
,,,,,,,,,,,,,,,2B/SS,Miguel Rojas (43813410),Miguel Rojas,43813410,2B/SS,2600,KC@LAD 08/12/2026 10:10PM ET,LAD,3.71
,,,,,,,,,,,,,,,C,Kyle Higashioka (43813489),Kyle Higashioka,43813489,C,2600,TEX@LAA 08/12/2026 10:10PM ET,TEX,4.88
,,,,,,,,,,,,,,,3B,Weston Wilson (43813407),Weston Wilson,43813407,3B,2600,SEA@NYY 08/12/2026 07:05PM ET,SEA,3.70
,,,,,,,,,,,,,,,2B/3B,Will Wilson (43813490),Will Wilson,43813490,2B/3B,2600,SEA@NYY 08/12/2026 07:05PM ET,SEA,9
,,,,,,,,,,,,,,,C,Connor Wong (43813414),Connor Wong,43813414,C,2500,BOS@TOR 08/12/2026 07:07PM ET,BOS,4.78
,,,,,,,,,,,,,,,OF,Brett Bateman (43813418),Brett Bateman,43813418,OF,2500,BOS@TOR 08/12/2026 07:07PM ET,TOR,7.2
,,,,,,,,,,,,,,,2B/SS,Isiah Kiner-Falefa (43813493),Isiah Kiner-Falefa,43813493,2B/SS,2500,BOS@TOR 08/12/2026 07:07PM ET,BOS,5.19
,,,,,,,,,,,,,,,SS,Jim Jarvis (43813416),Jim Jarvis,43813416,SS,2500,NYM@ATL 08/12/2026 07:15PM ET,ATL,4.36
,,,,,,,,,,,,,,,SS,Jorge Mateo (43813496),Jorge Mateo,43813496,SS,2500,NYM@ATL 08/12/2026 07:15PM ET,ATL,4.16
,,,,,,,,,,,,,,,OF,Brooks Baldwin (43813492),Brooks Baldwin,43813492,OF,2500,CIN@CWS 08/12/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,,1B,Michael Toglia (43824629),Michael Toglia,43824629,1B,2500,CIN@CWS 08/12/2026 07:40PM ET,CIN,5
,,,,,,,,,,,,,,,C,Luke Maile (43813412),Luke Maile,43813412,C,2500,KC@LAD 08/12/2026 10:10PM ET,KC,6.67
,,,,,,,,,,,,,,,OF,Kyle Isbel (43813417),Kyle Isbel,43813417,OF,2500,KC@LAD 08/12/2026 10:10PM ET,KC,4.61
,,,,,,,,,,,,,,,OF,Josh Lowe (43813415),Josh Lowe,43813415,OF,2500,TEX@LAA 08/12/2026 10:10PM ET,LAA,4.34
,,,,,,,,,,,,,,,3B,Yoan Moncada (43813495),Yoan Moncada,43813495,3B,2500,TEX@LAA 08/12/2026 10:10PM ET,LAA,4.20
,,,,,,,,,,,,,,,OF,Alejandro Osuna (43813497),Alejandro Osuna,43813497,OF,2500,TEX@LAA 08/12/2026 10:10PM ET,TEX,4.49
,,,,,,,,,,,,,,,3B,Ryan McMahon (43813413),Ryan McMahon,43813413,3B,2500,SEA@NYY 08/12/2026 07:05PM ET,NYY,4.46
,,,,,,,,,,,,,,,OF,Victor Robles (43813419),Victor Robles,43813419,OF,2500,SEA@NYY 08/12/2026 07:05PM ET,SEA,3.23
,,,,,,,,,,,,,,,OF,Jahmai Jones (43813424),Jahmai Jones,43813424,OF,2400,BOS@TOR 08/12/2026 07:07PM ET,BOS,2.89
,,,,,,,,,,,,,,,OF,Myles Straw (43813426),Myles Straw,43813426,OF,2400,BOS@TOR 08/12/2026 07:07PM ET,TOR,3.34
,,,,,,,,,,,,,,,3B,Josh Rojas (43813423),Josh Rojas,43813423,3B,2400,KC@LAD 08/12/2026 10:10PM ET,KC,3.46
,,,,,,,,,,,,,,,C,Hunter Feduccia (43813425),Hunter Feduccia,43813425,C,2400,KC@LAD 08/12/2026 10:10PM ET,LAD,3.48
,,,,,,,,,,,,,,,2B/SS,Nicky Lopez (43813420),Nicky Lopez,43813420,2B/SS,2400,TEX@LAA 08/12/2026 10:10PM ET,TEX,4.34
,,,,,,,,,,,,,,,2B/OF,Cam Cauley (43813427),Cam Cauley,43813427,2B/OF,2400,TEX@LAA 08/12/2026 10:10PM ET,TEX,3.18
,,,,,,,,,,,,,,,C,Ali Sanchez (43813422),Ali Sanchez,43813422,C,2400,SEA@NYY 08/12/2026 07:05PM ET,NYY,2.69
,,,,,,,,,,,,,,,C,Jake Rogers (43813430),Jake Rogers,43813430,C,2300,BOS@TOR 08/12/2026 07:07PM ET,BOS,4.33
,,,,,,,,,,,,,,,1B/3B,Charles McAdoo (43813432),Charles McAdoo,43813432,1B/3B,2300,BOS@TOR 08/12/2026 07:07PM ET,TOR,4.9
,,,,,,,,,,,,,,,OF,Anthony Santander (43813498),Anthony Santander,43813498,OF,2300,BOS@TOR 08/12/2026 07:07PM ET,TOR,0
,,,,,,,,,,,,,,,SS,Luisangel Acuna (43813429),Luisangel Acuna,43813429,SS,2300,CIN@CWS 08/12/2026 07:40PM ET,CWS,3.60
,,,,,,,,,,,,,,,OF,Hector Rodriguez (43813434),Hector Rodriguez,43813434,OF,2300,CIN@CWS 08/12/2026 07:40PM ET,CIN,2.33
,,,,,,,,,,,,,,,C,Travis d'Arnaud (43813431),Travis d'Arnaud,43813431,C,2300,TEX@LAA 08/12/2026 10:10PM ET,LAA,3.37
,,,,,,,,,,,,,,,OF,Nate Eaton (43813499),Nate Eaton,43813499,OF,2200,BOS@TOR 08/12/2026 07:07PM ET,BOS,4.5
,,,,,,,,,,,,,,,2B,Luis Urias (43813500),Luis Urias,43813500,2B,2200,BOS@TOR 08/12/2026 07:07PM ET,TOR,4
,,,,,,,,,,,,,,,2B/3B,Jorge Polanco (43813435),Jorge Polanco,43813435,2B/3B,2200,NYM@ATL 08/12/2026 07:15PM ET,NYM,3.44
,,,,,,,,,,,,,,,C,Drew Romo (43813438),Drew Romo,43813438,C,2200,CIN@CWS 08/12/2026 07:40PM ET,CWS,3.83
,,,,,,,,,,,,,,,2B,Adam Frazier (43813439),Adam Frazier,43813439,2B,2200,TEX@LAA 08/12/2026 10:10PM ET,LAA,3
,,,,,,,,,,,,,,,OF,Jarred Kelenic (43824630),Jarred Kelenic,43824630,OF,2200,TEX@LAA 08/12/2026 10:10PM ET,TEX,3.30
,,,,,,,,,,,,,,,C,Austin Wells (43813437),Austin Wells,43813437,C,2200,SEA@NYY 08/12/2026 07:05PM ET,NYY,4.14
,,,,,,,,,,,,,,,2B/3B,Josh Smith (43813441),Josh Smith,43813441,2B/3B,2100,BOS@TOR 08/12/2026 07:07PM ET,TOR,4.23
,,,,,,,,,,,,,,,C,Edgar Quero (43813443),Edgar Quero,43813443,C,2100,CIN@CWS 08/12/2026 07:40PM ET,CWS,3.64
,,,,,,,,,,,,,,,3B,Ke'Bryan Hayes (43813444),Ke'Bryan Hayes,43813444,3B,2100,CIN@CWS 08/12/2026 07:40PM ET,CIN,2.69
,,,,,,,,,,,,,,,C,Ben Rortvedt (43813440),Ben Rortvedt,43813440,C,2100,KC@LAD 08/12/2026 10:10PM ET,LAD,0.6
,,,,,,,,,,,,,,,C,Andrew Knizner (43813509),Andrew Knizner,43813509,C,2000,BOS@TOR 08/12/2026 07:07PM ET,BOS,0
,,,,,,,,,,,,,,,1B/3B,Brett Harris (43813510),Brett Harris,43813510,1B/3B,2000,BOS@TOR 08/12/2026 07:07PM ET,BOS,1
,,,,,,,,,,,,,,,2B/OF,Davis Schneider (43813516),Davis Schneider,43813516,2B/OF,2000,BOS@TOR 08/12/2026 07:07PM ET,TOR,3.21
,,,,,,,,,,,,,,,1B/3B,Juan Yepez (43813520),Juan Yepez,43813520,1B/3B,2000,BOS@TOR 08/12/2026 07:07PM ET,TOR,0
,,,,,,,,,,,,,,,1B,Triston Casas (43813529),Triston Casas,43813529,1B,2000,BOS@TOR 08/12/2026 07:07PM ET,BOS,0
,,,,,,,,,,,,,,,2B,Kristian Campbell (43813530),Kristian Campbell,43813530,2B,2000,BOS@TOR 08/12/2026 07:07PM ET,BOS,0
,,,,,,,,,,,,,,,1B/3B,Sean Keys (43813537),Sean Keys,43813537,1B/3B,2000,BOS@TOR 08/12/2026 07:07PM ET,TOR,4.08
,,,,,,,,,,,,,,,OF,Jonatan Clase (43813539),Jonatan Clase,43813539,OF,2000,BOS@TOR 08/12/2026 07:07PM ET,TOR,6.44
,,,,,,,,,,,,,,,1B/2B,Lenyn Sosa (43813545),Lenyn Sosa,43813545,1B/2B,2000,BOS@TOR 08/12/2026 07:07PM ET,TOR,3.28
,,,,,,,,,,,,,,,SS,Tsung-Che Cheng (43813554),Tsung-Che Cheng,43813554,SS,2000,BOS@TOR 08/12/2026 07:07PM ET,BOS,4.57
,,,,,,,,,,,,,,,SS,Ha-Seong Kim (43813448),Ha-Seong Kim,43813448,SS,2000,NYM@ATL 08/12/2026 07:15PM ET,ATL,1.86
,,,,,,,,,,,,,,,OF,Cristian Pache (43813449),Cristian Pache,43813449,OF,2000,NYM@ATL 08/12/2026 07:15PM ET,NYM,0
,,,,,,,,,,,,,,,OF,Ben Gamel (43813518),Ben Gamel,43813518,OF,2000,NYM@ATL 08/12/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,C,Shawn Ross (43813519),Shawn Ross,43813519,C,2000,NYM@ATL 08/12/2026 07:15PM ET,NYM,8
,,,,,,,,,,,,,,,2B/3B,Christian Arroyo (43813526),Christian Arroyo,43813526,2B/3B,2000,NYM@ATL 08/12/2026 07:15PM ET,NYM,0
,,,,,,,,,,,,,,,OF,Jurickson Profar (43813528),Jurickson Profar,43813528,OF,2000,NYM@ATL 08/12/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,OF,Nick Morabito (43813549),Nick Morabito,43813549,OF,2000,NYM@ATL 08/12/2026 07:15PM ET,NYM,0.4
,,,,,,,,,,,,,,,1B,Eric Wagaman (43813550),Eric Wagaman,43813550,1B,2000,NYM@ATL 08/12/2026 07:15PM ET,NYM,2.78
,,,,,,,,,,,,,,,C,Hayden Senger (43813557),Hayden Senger,43813557,C,2000,NYM@ATL 08/12/2026 07:15PM ET,NYM,3
,,,,,,,,,,,,,,,OF,DaShawn Keirsey Jr. (43813558),DaShawn Keirsey Jr.,43813558,OF,2000,NYM@ATL 08/12/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,SS,Ronny Mauricio (43813561),Ronny Mauricio,43813561,SS,2000,NYM@ATL 08/12/2026 07:15PM ET,NYM,2.82
,,,,,,,,,,,,,,,3B/OF,Tanner Murray (43813502),Tanner Murray,43813502,3B/OF,2000,CIN@CWS 08/12/2026 07:40PM ET,CWS,3.15
,,,,,,,,,,,,,,,OF,Rikuu Nishida (43813504),Rikuu Nishida,43813504,OF,2000,CIN@CWS 08/12/2026 07:40PM ET,CWS,2.58
,,,,,,,,,,,,,,,OF,Junior Perez (43813505),Junior Perez,43813505,OF,2000,CIN@CWS 08/12/2026 07:40PM ET,CWS,2.86
,,,,,,,,,,,,,,,OF,Ivan Johnson (43813506),Ivan Johnson,43813506,OF,2000,CIN@CWS 08/12/2026 07:40PM ET,CIN,1.42
,,,,,,,,,,,,,,,SS,Leo Balcazar (43813525),Leo Balcazar,43813525,SS,2000,CIN@CWS 08/12/2026 07:40PM ET,CIN,0
,,,,,,,,,,,,,,,2B,Juan Brito (43813542),Juan Brito,43813542,2B,2000,CIN@CWS 08/12/2026 07:40PM ET,CIN,4.33
,,,,,,,,,,,,,,,2B,Edwin Arroyo (43813547),Edwin Arroyo,43813547,2B,2000,CIN@CWS 08/12/2026 07:40PM ET,CIN,3.73
,,,,,,,,,,,,,,,OF,Sam Haggerty (43813559),Sam Haggerty,43813559,OF,2000,CIN@CWS 08/12/2026 07:40PM ET,CIN,1.31
,,,,,,,,,,,,,,,C,Will Banfield (43813560),Will Banfield,43813560,C,2000,CIN@CWS 08/12/2026 07:40PM ET,CIN,0
,,,,,,,,,,,,,,,C,Eliezer Alfonzo (43813507),Eliezer Alfonzo,43813507,C,2000,KC@LAD 08/12/2026 10:10PM ET,LAD,2.75
,,,,,,,,,,,,,,,OF,Ryan Ward (43813508),Ryan Ward,43813508,OF,2000,KC@LAD 08/12/2026 10:10PM ET,LAD,5.75
,,,,,,,,,,,,,,,2B/OF,Tyler Fitzgerald (43813531),Tyler Fitzgerald,43813531,2B/OF,2000,KC@LAD 08/12/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,,OF,Alek Thomas (43813533),Alek Thomas,43813533,OF,2000,KC@LAD 08/12/2026 10:10PM ET,LAD,5.61
,,,,,,,,,,,,,,,2B,Alex Freeland (43813543),Alex Freeland,43813543,2B,2000,KC@LAD 08/12/2026 10:10PM ET,LAD,4.38
,,,,,,,,,,,,,,,OF,Matthew Lugo (43813556),Matthew Lugo,43813556,OF,2000,KC@LAD 08/12/2026 10:10PM ET,KC,0
,,,,,,,,,,,,,,,C,Austin Wynns (43813445),Austin Wynns,43813445,C,2000,TEX@LAA 08/12/2026 10:10PM ET,TEX,1.77
,,,,,,,,,,,,,,,C,Tyler Heineman (43813446),Tyler Heineman,43813446,C,2000,TEX@LAA 08/12/2026 10:10PM ET,LAA,2.45
,,,,,,,,,,,,,,,3B,Jonah Bride (43813450),Jonah Bride,43813450,3B,2000,TEX@LAA 08/12/2026 10:10PM ET,TEX,2.5
,,,,,,,,,,,,,,,C,Logan Porter (43813512),Logan Porter,43813512,C,2000,TEX@LAA 08/12/2026 10:10PM ET,LAA,4.33
,,,,,,,,,,,,,,,3B,Nacho Alvarez Jr. (43813513),Nacho Alvarez Jr.,43813513,3B,2000,TEX@LAA 08/12/2026 10:10PM ET,LAA,0
,,,,,,,,,,,,,,,C,Sebastian Rivero (43813514),Sebastian Rivero,43813514,C,2000,TEX@LAA 08/12/2026 10:10PM ET,LAA,3.12
,,,,,,,,,,,,,,,OF,Gustavo Campero (43813515),Gustavo Campero,43813515,OF,2000,TEX@LAA 08/12/2026 10:10PM ET,LAA,0
,,,,,,,,,,,,,,,2B/3B,Anthony Rendon (43813523),Anthony Rendon,43813523,2B/3B,2000,TEX@LAA 08/12/2026 10:10PM ET,LAA,0
,,,,,,,,,,,,,,,OF,Kyren Paris (43813536),Kyren Paris,43813536,OF,2000,TEX@LAA 08/12/2026 10:10PM ET,LAA,0
,,,,,,,,,,,,,,,2B/OF,Christian Moore (43813540),Christian Moore,43813540,2B/OF,2000,TEX@LAA 08/12/2026 10:10PM ET,LAA,2.67
,,,,,,,,,,,,,,,C,Logan O'Hoppe (43813544),Logan O'Hoppe,43813544,C,2000,TEX@LAA 08/12/2026 10:10PM ET,TEX,4.23
,,,,,,,,,,,,,,,OF,Bryce Teodosio (43813548),Bryce Teodosio,43813548,OF,2000,TEX@LAA 08/12/2026 10:10PM ET,LAA,2.18
,,,,,,,,,,,,,,,OF,Michael Helman (43813555),Michael Helman,43813555,OF,2000,TEX@LAA 08/12/2026 10:10PM ET,TEX,2.53
,,,,,,,,,,,,,,,2B,Cody Freeman (43813562),Cody Freeman,43813562,2B,2000,TEX@LAA 08/12/2026 10:10PM ET,TEX,2.29
,,,,,,,,,,,,,,,3B,Leo Rivas (43813447),Leo Rivas,43813447,3B,2000,SEA@NYY 08/12/2026 07:05PM ET,SEA,3.20
,,,,,,,,,,,,,,,C,J.C. Escarra (43813501),J.C. Escarra,43813501,C,2000,SEA@NYY 08/12/2026 07:05PM ET,NYY,3.28
,,,,,,,,,,,,,,,OF,Brennen Davis (43813522),Brennen Davis,43813522,OF,2000,SEA@NYY 08/12/2026 07:05PM ET,SEA,0
,,,,,,,,,,,,,,,1B/3B,Patrick Wisdom (43813534),Patrick Wisdom,43813534,1B/3B,2000,SEA@NYY 08/12/2026 07:05PM ET,SEA,2.93
,,,,,,,,,,,,,,,3B,Oswaldo Cabrera (43813551),Oswaldo Cabrera,43813551,3B,2000,SEA@NYY 08/12/2026 07:05PM ET,NYY,0
,,,,,,,,,,,,,,,1B/OF,Connor Joe (43813552),Connor Joe,43813552,1B/OF,2000,SEA@NYY 08/12/2026 07:05PM ET,SEA,3.05
,,,,,,,,,,,,,,,2B,Ryan Bliss (43813563),Ryan Bliss,43813563,2B,2000,SEA@NYY 08/12/2026 07:05PM ET,SEA,2.33
