Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5207341319,MLB $6K Solo Shot,193142624,$1,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5207341857,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,2. Your current lineup is listed next to each entry (blank for reservations)
5207341864,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5207341880,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5207347516,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,5. For faster processing only include entries you are changing in the file you upload
5207347803,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,
5207348036,MLB $6K Solo Shot,193142624,$1,Michael Lorenzen (43742190),Cal Quantrill (43742188),Daniel Susac (43742315),Rafael Devers (43742245),Ernie Clement (43742276),Ezequiel Duran (43742273),Ezequiel Tovar (43742301),Jordan Lawlar (43742415),Tim Tawa (43742305),Christian Yelich (43742215),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,C,Yainer Diaz (43742280),Yainer Diaz,43742280,C,3700,TOR@HOU 08/03/2026 08:10PM ET,HOU,6.46
,,,,,,,,,,,,,,,OF,Teoscar Hernandez (43742281),Teoscar Hernandez,43742281,OF,3700,LAD@CHC 08/03/2026 08:05PM ET,LAD,7.06
,,,,,,,,,,,,,,,3B,Nolan Arenado (43742288),Nolan Arenado,43742288,3B,3600,SD@ARI 08/03/2026 09:40PM ET,ARI,6.77
,,,,,,,,,,,,,,,OF,Jung Hoo Lee (43742287),Jung Hoo Lee,43742287,OF,3600,SF@TEX 08/03/2026 08:05PM ET,SF,7.13
,,,,,,,,,,,,,,,2B/OF,Tyler Freeman (43742285),Tyler Freeman,43742285,2B/OF,3600,TB@COL 08/03/2026 08:40PM ET,COL,5.44
,,,,,,,,,,,,,,,1B/OF,Ryan Vilade (43742289),Ryan Vilade,43742289,1B/OF,3600,TB@COL 08/03/2026 08:40PM ET,TB,5.90
,,,,,,,,,,,,,,,OF,Troy Johnston (43742291),Troy Johnston,43742291,OF,3600,TB@COL 08/03/2026 08:40PM ET,COL,5.87
,,,,,,,,,,,,,,,C,Alejandro Kirk (43742292),Alejandro Kirk,43742292,C,3600,TOR@HOU 08/03/2026 08:10PM ET,TOR,5.18
,,,,,,,,,,,,,,,3B/SS,Jose Caballero (43742283),Jose Caballero,43742283,3B/SS,3600,STL@NYY 08/03/2026 07:05PM ET,NYY,6.94
,,,,,,,,,,,,,,,C,Luis Campusano (43742300),Luis Campusano,43742300,C,3500,SD@ARI 08/03/2026 09:40PM ET,SD,6.24
,,,,,,,,,,,,,,,OF,Brandon Nimmo (43742296),Brandon Nimmo,43742296,OF,3500,SF@TEX 08/03/2026 08:05PM ET,TEX,7.21
,,,,,,,,,,,,,,,OF,Jake Fraley (43742413),Jake Fraley,43742413,OF,3500,TB@COL 08/03/2026 08:40PM ET,TB,4.93
,,,,,,,,,,,,,,,OF,Taylor Trammell (43742299),Taylor Trammell,43742299,OF,3500,TOR@HOU 08/03/2026 08:10PM ET,HOU,5.04
,,,,,,,,,,,,,,,SS,Cooper Pratt (43742294),Cooper Pratt,43742294,SS,3500,PIT@MIL 08/03/2026 07:40PM ET,MIL,7.5
,,,,,,,,,,,,,,,3B/OF,Kike Hernandez (43742297),Kike Hernandez,43742297,3B/OF,3500,LAD@CHC 08/03/2026 08:05PM ET,LAD,5.67
,,,,,,,,,,,,,,,SS,Anthony Volpe (43742293),Anthony Volpe,43742293,SS,3500,STL@NYY 08/03/2026 07:05PM ET,NYY,5.48
,,,,,,,,,,,,,,,OF,Lars Nootbaar (43742295),Lars Nootbaar,43742295,OF,3500,STL@NYY 08/03/2026 07:05PM ET,STL,5.88
,,,,,,,,,,,,,,,OF,Max Kepler (43742302),Max Kepler,43742302,OF,3400,SD@ARI 08/03/2026 09:40PM ET,ARI,5.58
,,,,,,,,,,,,,,,1B/OF,Tim Tawa (43742305),Tim Tawa,43742305,1B/OF,3400,SD@ARI 08/03/2026 09:40PM ET,ARI,4.31
,,,,,,,,,,,,,,,OF,Jordan Lawlar (43742415),Jordan Lawlar,43742415,OF,3400,SD@ARI 08/03/2026 09:40PM ET,ARI,8.25
,,,,,,,,,,,,,,,2B,Justin Foscue (43742303),Justin Foscue,43742303,2B,3400,SF@TEX 08/03/2026 08:05PM ET,TEX,4.30
,,,,,,,,,,,,,,,3B,Matt Chapman (43742414),Matt Chapman,43742414,3B,3400,SF@TEX 08/03/2026 08:05PM ET,SF,6.44
,,,,,,,,,,,,,,,SS,Ezequiel Tovar (43742301),Ezequiel Tovar,43742301,SS,3400,TB@COL 08/03/2026 08:40PM ET,COL,4.89
,,,,,,,,,,,,,,,OF,Gavin Lux (43742418),Gavin Lux,43742418,OF,3400,TB@COL 08/03/2026 08:40PM ET,TB,0
,,,,,,,,,,,,,,,OF,Luis Lara (43742304),Luis Lara,43742304,OF,3400,PIT@MIL 08/03/2026 07:40PM ET,MIL,6.17
,,,,,,,,,,,,,,,1B/OF,Tyler Callihan (43742416),Tyler Callihan,43742416,1B/OF,3400,PIT@MIL 08/03/2026 07:40PM ET,PIT,4.5
,,,,,,,,,,,,,,,2B/3B,Pedro Ramirez (43742307),Pedro Ramirez,43742307,2B/3B,3400,LAD@CHC 08/03/2026 08:05PM ET,CHC,5.67
,,,,,,,,,,,,,,,C,Carson Kelly (43742309),Carson Kelly,43742309,C,3400,LAD@CHC 08/03/2026 08:05PM ET,CHC,5.82
,,,,,,,,,,,,,,,1B/2B,Ildemaro Vargas (43742311),Ildemaro Vargas,43742311,1B/2B,3300,SD@ARI 08/03/2026 09:40PM ET,ARI,6.17
,,,,,,,,,,,,,,,OF,Lourdes Gurriel Jr. (43742419),Lourdes Gurriel Jr.,43742419,OF,3300,SD@ARI 08/03/2026 09:40PM ET,ARI,4.96
,,,,,,,,,,,,,,,1B,Jake Burger (43742313),Jake Burger,43742313,1B,3300,SF@TEX 08/03/2026 08:05PM ET,TEX,7
,,,,,,,,,,,,,,,C,Daniel Susac (43742315),Daniel Susac,43742315,C,3300,SF@TEX 08/03/2026 08:05PM ET,SF,4.92
,,,,,,,,,,,,,,,3B,Kyle Karros (43742314),Kyle Karros,43742314,3B,3300,TB@COL 08/03/2026 08:40PM ET,COL,6.43
,,,,,,,,,,,,,,,3B/SS,Shay Whitcomb (43742420),Shay Whitcomb,43742420,3B/SS,3300,TOR@HOU 08/03/2026 08:10PM ET,HOU,2.29
,,,,,,,,,,,,,,,SS,Masyn Winn (43742310),Masyn Winn,43742310,SS,3300,STL@NYY 08/03/2026 07:05PM ET,STL,6.17
,,,,,,,,,,,,,,,OF,Samad Taylor (43742423),Samad Taylor,43742423,OF,3200,SD@ARI 08/03/2026 09:40PM ET,SD,7.88
,,,,,,,,,,,,,,,C,Nick Fortes (43742321),Nick Fortes,43742321,C,3200,TB@COL 08/03/2026 08:40PM ET,TB,4.81
,,,,,,,,,,,,,,,C,Braxton Fulford (43742422),Braxton Fulford,43742422,C,3200,TB@COL 08/03/2026 08:40PM ET,COL,3
,,,,,,,,,,,,,,,OF,Daulton Varsho (43742319),Daulton Varsho,43742319,OF,3200,TOR@HOU 08/03/2026 08:10PM ET,TOR,5.85
,,,,,,,,,,,,,,,OF,Cam Smith (43742320),Cam Smith,43742320,OF,3200,TOR@HOU 08/03/2026 08:10PM ET,HOU,5.97
,,,,,,,,,,,,,,,1B,Andrew Vaughn (43742316),Andrew Vaughn,43742316,1B,3200,PIT@MIL 08/03/2026 07:40PM ET,MIL,5.82
,,,,,,,,,,,,,,,SS,Konnor Griffin (43742424),Konnor Griffin,43742424,SS,3200,PIT@MIL 08/03/2026 07:40PM ET,PIT,8.66
,,,,,,,,,,,,,,,3B/OF,Jose Fermin (43742317),Jose Fermin,43742317,3B/OF,3200,STL@NYY 08/03/2026 07:05PM ET,STL,4.45
,,,,,,,,,,,,,,,2B,Jake Cronenworth (43742322),Jake Cronenworth,43742322,2B,3100,SD@ARI 08/03/2026 09:40PM ET,SD,5.3
,,,,,,,,,,,,,,,OF,Tommy Troy (43742426),Tommy Troy,43742426,OF,3100,SD@ARI 08/03/2026 09:40PM ET,ARI,5.46
,,,,,,,,,,,,,,,1B/3B,Jose Fernandez (43742427),Jose Fernandez,43742427,1B/3B,3100,SD@ARI 08/03/2026 09:40PM ET,ARI,5.24
,,,,,,,,,,,,,,,OF,Drew Gilbert (43742325),Drew Gilbert,43742325,OF,3100,SF@TEX 08/03/2026 08:05PM ET,SF,4.23
,,,,,,,,,,,,,,,OF,Harrison Bader (43742425),Harrison Bader,43742425,OF,3100,SF@TEX 08/03/2026 08:05PM ET,SF,5.17
,,,,,,,,,,,,,,,C,Hunter Feduccia (43742331),Hunter Feduccia,43742331,C,3100,TB@COL 08/03/2026 08:40PM ET,TB,3.6
,,,,,,,,,,,,,,,C,Brandon Valenzuela (43742329),Brandon Valenzuela,43742329,C,3100,TOR@HOU 08/03/2026 08:10PM ET,TOR,5.17
,,,,,,,,,,,,,,,OF,Jake Meyers (43742429),Jake Meyers,43742429,OF,3100,TOR@HOU 08/03/2026 08:10PM ET,HOU,3.67
,,,,,,,,,,,,,,,1B/SS,Jacob Gonzalez (43742323),Jacob Gonzalez,43742323,1B/SS,3100,PIT@MIL 08/03/2026 07:40PM ET,PIT,5.25
,,,,,,,,,,,,,,,3B,David Hamilton (43742326),David Hamilton,43742326,3B,3100,PIT@MIL 08/03/2026 07:40PM ET,MIL,5.61
,,,,,,,,,,,,,,,OF,Marcell Ozuna (43742330),Marcell Ozuna,43742330,OF,3100,PIT@MIL 08/03/2026 07:40PM ET,PIT,5.47
,,,,,,,,,,,,,,,OF,Michael Conforto (43742328),Michael Conforto,43742328,OF,3100,LAD@CHC 08/03/2026 08:05PM ET,CHC,4.68
,,,,,,,,,,,,,,,OF,Spencer Jones (43742327),Spencer Jones,43742327,OF,3100,STL@NYY 08/03/2026 07:05PM ET,NYY,5.05
,,,,,,,,,,,,,,,C,Adrian Del Castillo (43742332),Adrian Del Castillo,43742332,C,3000,SD@ARI 08/03/2026 09:40PM ET,ARI,4.72
,,,,,,,,,,,,,,,OF,Gavin Sheets (43742334),Gavin Sheets,43742334,OF,3000,SD@ARI 08/03/2026 09:40PM ET,SD,5.87
,,,,,,,,,,,,,,,OF,Ryan Waldschmidt (43742335),Ryan Waldschmidt,43742335,OF,3000,SD@ARI 08/03/2026 09:40PM ET,ARI,6.26
,,,,,,,,,,,,,,,1B,Joc Pederson (43742333),Joc Pederson,43742333,1B,3000,SF@TEX 08/03/2026 08:05PM ET,TEX,6.55
,,,,,,,,,,,,,,,OF,Evan Carter (43742341),Evan Carter,43742341,OF,3000,SF@TEX 08/03/2026 08:05PM ET,TEX,5.83
,,,,,,,,,,,,,,,OF,Nathan Lukes (43742340),Nathan Lukes,43742340,OF,3000,TOR@HOU 08/03/2026 08:10PM ET,TOR,5.12
,,,,,,,,,,,,,,,OF,Brandon Lockridge (43742339),Brandon Lockridge,43742339,OF,3000,PIT@MIL 08/03/2026 07:40PM ET,MIL,5.86
,,,,,,,,,,,,,,,C,Miguel Amaya (43742337),Miguel Amaya,43742337,C,3000,LAD@CHC 08/03/2026 08:05PM ET,CHC,4.9
,,,,,,,,,,,,,,,C,Moises Ballesteros (43742430),Moises Ballesteros,43742430,C,3000,LAD@CHC 08/03/2026 08:05PM ET,CHC,4.73
,,,,,,,,,,,,,,,2B,Hyeseong Kim (43742431),Hyeseong Kim,43742431,2B,3000,LAD@CHC 08/03/2026 08:05PM ET,LAD,4.91
,,,,,,,,,,,,,,,OF,Max Schuemann (43742336),Max Schuemann,43742336,OF,3000,STL@NYY 08/03/2026 07:05PM ET,NYY,3.98
,,,,,,,,,,,,,,,OF,Nelson Velazquez (43742338),Nelson Velazquez,43742338,OF,3000,STL@NYY 08/03/2026 07:05PM ET,STL,4.21
,,,,,,,,,,,,,,,3B,Amed Rosario (43742342),Amed Rosario,43742342,3B,3000,STL@NYY 08/03/2026 07:05PM ET,NYY,5.08
,,,,,,,,,,,,,,,2B,Edouard Julien (43742348),Edouard Julien,43742348,2B,2900,TB@COL 08/03/2026 08:40PM ET,COL,4.74
,,,,,,,,,,,,,,,1B/OF,LaMonte Wade Jr. (43742343),LaMonte Wade Jr.,43742343,1B/OF,2900,TOR@HOU 08/03/2026 08:10PM ET,HOU,5.62
,,,,,,,,,,,,,,,SS,Andres Gimenez (43742347),Andres Gimenez,43742347,SS,2900,TOR@HOU 08/03/2026 08:10PM ET,TOR,5.27
,,,,,,,,,,,,,,,3B,Joey Ortiz (43742346),Joey Ortiz,43742346,3B,2900,PIT@MIL 08/03/2026 07:40PM ET,MIL,4.68
,,,,,,,,,,,,,,,1B/C,Rafael Flores Jr. (43742349),Rafael Flores Jr.,43742349,C/1B,2900,PIT@MIL 08/03/2026 07:40PM ET,PIT,4.11
,,,,,,,,,,,,,,,OF,Nathan Church (43742345),Nathan Church,43742345,OF,2900,STL@NYY 08/03/2026 07:05PM ET,STL,5.04
,,,,,,,,,,,,,,,3B,Nolan Gorman (43742432),Nolan Gorman,43742432,3B,2900,STL@NYY 08/03/2026 07:05PM ET,STL,5.06
,,,,,,,,,,,,,,,3B/SS,Sung-Mun Song (43742352),Sung-Mun Song,43742352,3B/SS,2800,SD@ARI 08/03/2026 09:40PM ET,SD,4.33
,,,,,,,,,,,,,,,3B/OF,Miguel Andujar (43742438),Miguel Andujar,43742438,3B/OF,2800,SD@ARI 08/03/2026 09:40PM ET,SD,5.45
,,,,,,,,,,,,,,,C/OF,Jesus Rodriguez (43742434),Jesus Rodriguez,43742434,C/OF,2800,SF@TEX 08/03/2026 08:05PM ET,SF,4.68
,,,,,,,,,,,,,,,C,Brett Sullivan (43742351),Brett Sullivan,43742351,C,2800,TB@COL 08/03/2026 08:40PM ET,COL,4.27
,,,,,,,,,,,,,,,OF,Sterlin Thompson (43742433),Sterlin Thompson,43742433,OF,2800,TB@COL 08/03/2026 08:40PM ET,COL,4.44
,,,,,,,,,,,,,,,C,Henry Davis (43742354),Henry Davis,43742354,C,2800,PIT@MIL 08/03/2026 07:40PM ET,PIT,4.78
,,,,,,,,,,,,,,,OF,Sal Frelick (43742437),Sal Frelick,43742437,OF,2800,PIT@MIL 08/03/2026 07:40PM ET,MIL,5.21
,,,,,,,,,,,,,,,3B,Ramon Urias (43742436),Ramon Urias,43742436,3B,2800,STL@NYY 08/03/2026 07:05PM ET,STL,3.8
,,,,,,,,,,,,,,,1B,Tyler Locklear (43742355),Tyler Locklear,43742355,1B,2700,SD@ARI 08/03/2026 09:40PM ET,ARI,7.33
,,,,,,,,,,,,,,,C,Freddy Fermin (43742358),Freddy Fermin,43742358,C,2700,SD@ARI 08/03/2026 09:40PM ET,SD,3.38
,,,,,,,,,,,,,,,C,Danny Jansen (43742440),Danny Jansen,43742440,C,2700,SF@TEX 08/03/2026 08:05PM ET,TEX,4.58
,,,,,,,,,,,,,,,OF,Jacob Melton (43742446),Jacob Melton,43742446,OF,2700,TB@COL 08/03/2026 08:40PM ET,TB,0
,,,,,,,,,,,,,,,OF,Jordan Beck (43742447),Jordan Beck,43742447,OF,2700,TB@COL 08/03/2026 08:40PM ET,COL,4.03
,,,,,,,,,,,,,,,C,Christian Vazquez (43742357),Christian Vazquez,43742357,C,2700,TOR@HOU 08/03/2026 08:10PM ET,HOU,4.34
,,,,,,,,,,,,,,,OF,Yohendrick Pinango (43742441),Yohendrick Pinango,43742441,OF,2700,TOR@HOU 08/03/2026 08:10PM ET,TOR,4.64
,,,,,,,,,,,,,,,OF,Joey Loperfido (43742444),Joey Loperfido,43742444,OF,2700,TOR@HOU 08/03/2026 08:10PM ET,HOU,4.41
,,,,,,,,,,,,,,,3B/SS,Jared Triolo (43742360),Jared Triolo,43742360,3B/SS,2700,PIT@MIL 08/03/2026 07:40PM ET,PIT,4.83
,,,,,,,,,,,,,,,OF,Akil Baddoo (43742443),Akil Baddoo,43742443,OF,2700,PIT@MIL 08/03/2026 07:40PM ET,MIL,0
,,,,,,,,,,,,,,,OF,Robert Hassell III (43742445),Robert Hassell III,43742445,OF,2700,PIT@MIL 08/03/2026 07:40PM ET,PIT,0
,,,,,,,,,,,,,,,OF,Alex Call (43742359),Alex Call,43742359,OF,2700,LAD@CHC 08/03/2026 08:05PM ET,LAD,3.64
,,,,,,,,,,,,,,,OF,Matt Shaw (43742442),Matt Shaw,43742442,OF,2700,LAD@CHC 08/03/2026 08:05PM ET,CHC,4.93
,,,,,,,,,,,,,,,OF,Bryan Torres (43742356),Bryan Torres,43742356,OF,2700,STL@NYY 08/03/2026 07:05PM ET,STL,3.88
,,,,,,,,,,,,,,,C,Elias Diaz (43742362),Elias Diaz,43742362,C,2600,SF@TEX 08/03/2026 08:05PM ET,TEX,4.26
,,,,,,,,,,,,,,,C,Kyle Higashioka (43742448),Kyle Higashioka,43742448,C,2600,SF@TEX 08/03/2026 08:05PM ET,TEX,4.88
,,,,,,,,,,,,,,,2B/SS,Nick Allen (43742363),Nick Allen,43742363,2B/SS,2600,TOR@HOU 08/03/2026 08:10PM ET,HOU,2.92
,,,,,,,,,,,,,,,C,James McCann (43742365),James McCann,43742365,C,2500,SD@ARI 08/03/2026 09:40PM ET,ARI,5.93
,,,,,,,,,,,,,,,OF,Jorge Barrosa (43742366),Jorge Barrosa,43742366,OF,2500,SD@ARI 08/03/2026 09:40PM ET,ARI,2.62
,,,,,,,,,,,,,,,OF,Jase Bowen (43742368),Jase Bowen,43742368,OF,2500,SD@ARI 08/03/2026 09:40PM ET,SD,2.31
,,,,,,,,,,,,,,,2B/SS,Nicky Lopez (43742369),Nicky Lopez,43742369,2B/SS,2500,SF@TEX 08/03/2026 08:05PM ET,TEX,4.51
,,,,,,,,,,,,,,,OF,Victor Bericoto (43742449),Victor Bericoto,43742449,OF,2500,SF@TEX 08/03/2026 08:05PM ET,SF,5.17
,,,,,,,,,,,,,,,OF,Myles Straw (43742367),Myles Straw,43742367,OF,2500,TOR@HOU 08/03/2026 08:10PM ET,TOR,3.06
,,,,,,,,,,,,,,,OF,Rhylan Thomas (43742450),Rhylan Thomas,43742450,OF,2500,TOR@HOU 08/03/2026 08:10PM ET,TOR,0
,,,,,,,,,,,,,,,C,Bo Naylor (43742452),Bo Naylor,43742452,C,2500,PIT@MIL 08/03/2026 07:40PM ET,MIL,3.14
,,,,,,,,,,,,,,,OF,Ryan Ward (43742451),Ryan Ward,43742451,OF,2500,LAD@CHC 08/03/2026 08:05PM ET,LAD,5.75
,,,,,,,,,,,,,,,3B,Ryan McMahon (43742371),Ryan McMahon,43742371,3B,2500,STL@NYY 08/03/2026 07:05PM ET,NYY,4.26
,,,,,,,,,,,,,,,OF,Grant McCray (43742373),Grant McCray,43742373,OF,2400,SF@TEX 08/03/2026 08:05PM ET,SF,3.13
,,,,,,,,,,,,,,,OF,Alejandro Osuna (43742378),Alejandro Osuna,43742378,OF,2400,SF@TEX 08/03/2026 08:05PM ET,TEX,4.64
,,,,,,,,,,,,,,,2B/OF,Davis Schneider (43742375),Davis Schneider,43742375,2B/OF,2400,TOR@HOU 08/03/2026 08:10PM ET,TOR,3.36
,,,,,,,,,,,,,,,OF,Zach Dezenzo (43742377),Zach Dezenzo,43742377,OF,2400,TOR@HOU 08/03/2026 08:10PM ET,HOU,3.24
,,,,,,,,,,,,,,,2B,Luis Urias (43742379),Luis Urias,43742379,2B,2400,TOR@HOU 08/03/2026 08:10PM ET,TOR,4.04
,,,,,,,,,,,,,,,OF,Zach Cole (43742454),Zach Cole,43742454,OF,2400,TOR@HOU 08/03/2026 08:10PM ET,HOU,3.95
,,,,,,,,,,,,,,,C,Pedro Pages (43742372),Pedro Pages,43742372,C,2400,STL@NYY 08/03/2026 07:05PM ET,STL,3.35
,,,,,,,,,,,,,,,3B,Blaze Jordan (43742374),Blaze Jordan,43742374,3B,2400,STL@NYY 08/03/2026 07:05PM ET,STL,5.18
,,,,,,,,,,,,,,,OF,Victor Scott II (43742453),Victor Scott II,43742453,OF,2400,STL@NYY 08/03/2026 07:05PM ET,STL,4.08
,,,,,,,,,,,,,,,2B,Osleivis Basabe (43742380),Osleivis Basabe,43742380,2B,2300,SF@TEX 08/03/2026 08:05PM ET,SF,10.25
,,,,,,,,,,,,,,,2B/3B,Christian Koss (43742383),Christian Koss,43742383,2B/3B,2300,SF@TEX 08/03/2026 08:05PM ET,SF,2
,,,,,,,,,,,,,,,OF,Billy Cook (43742381),Billy Cook,43742381,OF,2300,PIT@MIL 08/03/2026 07:40PM ET,PIT,1.29
,,,,,,,,,,,,,,,2B,Alex Freeland (43742455),Alex Freeland,43742455,2B,2300,LAD@CHC 08/03/2026 08:05PM ET,LAD,4.38
,,,,,,,,,,,,,,,C,Ali Sanchez (43742382),Ali Sanchez,43742382,C,2300,STL@NYY 08/03/2026 07:05PM ET,NYY,2.87
,,,,,,,,,,,,,,,2B/OF,Cam Cauley (43742390),Cam Cauley,43742390,2B/OF,2200,SF@TEX 08/03/2026 08:05PM ET,TEX,3.62
,,,,,,,,,,,,,,,OF,Lucas Spence (43742387),Lucas Spence,43742387,OF,2200,TOR@HOU 08/03/2026 08:10PM ET,HOU,3
,,,,,,,,,,,,,,,OF,Jesus Sanchez (43742388),Jesus Sanchez,43742388,OF,2200,TOR@HOU 08/03/2026 08:10PM ET,TOR,5.28
,,,,,,,,,,,,,,,OF,Jhostynxon Garcia (43742389),Jhostynxon Garcia,43742389,OF,2200,PIT@MIL 08/03/2026 07:40PM ET,PIT,2.38
,,,,,,,,,,,,,,,2B/SS,Miguel Rojas (43742392),Miguel Rojas,43742392,2B/SS,2200,LAD@CHC 08/03/2026 08:05PM ET,LAD,3.64
,,,,,,,,,,,,,,,C,Austin Wells (43742385),Austin Wells,43742385,C,2200,STL@NYY 08/03/2026 07:05PM ET,NYY,3.88
,,,,,,,,,,,,,,,C,Jimmy Crooks (43742386),Jimmy Crooks,43742386,C,2200,STL@NYY 08/03/2026 07:05PM ET,STL,3.28
,,,,,,,,,,,,,,,C,Rodolfo Duran (43742394),Rodolfo Duran,43742394,C,2100,SD@ARI 08/03/2026 09:40PM ET,SD,2.90
,,,,,,,,,,,,,,,C,Drew Cavanaugh (43742395),Drew Cavanaugh,43742395,C,2100,SF@TEX 08/03/2026 08:05PM ET,SF,3.04
,,,,,,,,,,,,,,,2B/3B,James Triantos (43742396),James Triantos,43742396,2B/3B,2100,LAD@CHC 08/03/2026 08:05PM ET,CHC,1.67
,,,,,,,,,,,,,,,OF,Ramon Laureano (43742459),Ramon Laureano,43742459,OF,2000,SD@ARI 08/03/2026 09:40PM ET,SD,6.58
,,,,,,,,,,,,,,,2B/SS,Mason McCoy (43742460),Mason McCoy,43742460,2B/SS,2000,SD@ARI 08/03/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,1B,LuJames Groover (43742496),LuJames Groover,43742496,1B,2000,SD@ARI 08/03/2026 09:40PM ET,ARI,4.2
,,,,,,,,,,,,,,,2B,Will Wagner (43742505),Will Wagner,43742505,2B,2000,SD@ARI 08/03/2026 09:40PM ET,SD,3.69
,,,,,,,,,,,,,,,C,Blake Hunt (43742513),Blake Hunt,43742513,C,2000,SD@ARI 08/03/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,2B,Nate Furman (43742398),Nate Furman,43742398,2B,2000,SF@TEX 08/03/2026 08:05PM ET,SF,0
,,,,,,,,,,,,,,,C,Austin Wynns (43742400),Austin Wynns,43742400,C,2000,SF@TEX 08/03/2026 08:05PM ET,TEX,1.59
,,,,,,,,,,,,,,,OF,Jonah Cox (43742457),Jonah Cox,43742457,OF,2000,SF@TEX 08/03/2026 08:05PM ET,SF,2.96
,,,,,,,,,,,,,,,OF,Michael Helman (43742458),Michael Helman,43742458,OF,2000,SF@TEX 08/03/2026 08:05PM ET,TEX,2.53
,,,,,,,,,,,,,,,2B/3B,Josh Smith (43742472),Josh Smith,43742472,2B/3B,2000,SF@TEX 08/03/2026 08:05PM ET,TEX,4.13
,,,,,,,,,,,,,,,C,Logan O'Hoppe (43742499),Logan O'Hoppe,43742499,C,2000,SF@TEX 08/03/2026 08:05PM ET,TEX,4.23
,,,,,,,,,,,,,,,2B,Cody Freeman (43742516),Cody Freeman,43742516,2B,2000,SF@TEX 08/03/2026 08:05PM ET,TEX,2.29
,,,,,,,,,,,,,,,2B/SS,Jadher Areinamo (43742477),Jadher Areinamo,43742477,2B/SS,2000,TB@COL 08/03/2026 08:40PM ET,TB,0
,,,,,,,,,,,,,,,3B/OF,Kris Bryant (43742484),Kris Bryant,43742484,3B/OF,2000,TB@COL 08/03/2026 08:40PM ET,COL,0
,,,,,,,,,,,,,,,2B/3B,Chad Stevens (43742492),Chad Stevens,43742492,2B/3B,2000,TB@COL 08/03/2026 08:40PM ET,COL,1.31
,,,,,,,,,,,,,,,OF,Zac Veen (43742497),Zac Veen,43742497,OF,2000,TB@COL 08/03/2026 08:40PM ET,COL,0
,,,,,,,,,,,,,,,2B,Adael Amador (43742498),Adael Amador,43742498,2B,2000,TB@COL 08/03/2026 08:40PM ET,COL,0
,,,,,,,,,,,,,,,2B/SS,Carson Williams (43742506),Carson Williams,43742506,2B/SS,2000,TB@COL 08/03/2026 08:40PM ET,TB,2.75
,,,,,,,,,,,,,,,2B,Ryan Ritter (43742511),Ryan Ritter,43742511,2B,2000,TB@COL 08/03/2026 08:40PM ET,COL,0.83
,,,,,,,,,,,,,,,3B/SS,Oliver Dunn (43742514),Oliver Dunn,43742514,3B/SS,2000,TB@COL 08/03/2026 08:40PM ET,TB,1.67
,,,,,,,,,,,,,,,OF,Jonatan Clase (43742462),Jonatan Clase,43742462,OF,2000,TOR@HOU 08/03/2026 08:10PM ET,TOR,6.44
,,,,,,,,,,,,,,,OF,Anthony Santander (43742465),Anthony Santander,43742465,OF,2000,TOR@HOU 08/03/2026 08:10PM ET,TOR,0
,,,,,,,,,,,,,,,1B/2B,Lenyn Sosa (43742466),Lenyn Sosa,43742466,1B/2B,2000,TOR@HOU 08/03/2026 08:10PM ET,TOR,3.28
,,,,,,,,,,,,,,,C,Willie MacIver (43742468),Willie MacIver,43742468,C,2000,TOR@HOU 08/03/2026 08:10PM ET,TOR,0
