Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5225703631,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,1. Column A lists all of your contest entries for this draftgroup
5225704150,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,2. Your current lineup is listed next to each entry (blank for reservations)
5225704151,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5225704152,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5225704153,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,5. For faster processing only include entries you are changing in the file you upload
5225704154,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,
5225704155,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Brandyn Garcia (43897638),Brandyn Garcia,43897638,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,2.90
,,,,,,,,,,,,,,,RP,A.J. Puk (43897661),A.J. Puk,43897661,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Justin Martinez (43897666),Justin Martinez,43897666,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,1.05
,,,,,,,,,,,,,,,RP,Brock Burke (43897668),Brock Burke,43897668,P,4000,CIN@ARI 08/21/2026 09:40PM ET,CIN,3.02
,,,,,,,,,,,,,,,RP,Juan Burgos (43897690),Juan Burgos,43897690,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,0.8
,,,,,,,,,,,,,,,RP,Zach McCambley (43897699),Zach McCambley,43897699,P,4000,CIN@ARI 08/21/2026 09:40PM ET,CIN,2.41
,,,,,,,,,,,,,,,RP,Luis Mey (43897707),Luis Mey,43897707,P,4000,CIN@ARI 08/21/2026 09:40PM ET,CIN,5.46
,,,,,,,,,,,,,,,RP,Chase Solesky (43897712),Chase Solesky,43897712,P,4000,CIN@ARI 08/21/2026 09:40PM ET,CIN,6.55
,,,,,,,,,,,,,,,RP,Sam Moll (43897730),Sam Moll,43897730,P,4000,CIN@ARI 08/21/2026 09:40PM ET,CIN,2.11
,,,,,,,,,,,,,,,RP,Tejay Antone (43897752),Tejay Antone,43897752,P,4000,CIN@ARI 08/21/2026 09:40PM ET,CIN,2.75
,,,,,,,,,,,,,,,RP,Graham Ashcraft (43897782),Graham Ashcraft,43897782,P,4000,CIN@ARI 08/21/2026 09:40PM ET,CIN,3.42
,,,,,,,,,,,,,,,RP,Juan Morillo (43897810),Juan Morillo,43897810,P,4000,CIN@ARI 08/21/2026 09:40PM ET,ARI,3.41
,,,,,,,,,,,,,,,OF,Brandon Nimmo (43896630),Brandon Nimmo,43896630,OF,4000,LAA@TEX 08/21/2026 08:15PM ET,TEX,7.08
,,,,,,,,,,,,,,,RP,Winston Santos (43897492),Winston Santos,43897492,P,4000,LAA@TEX 08/21/2026 08:15PM ET,TEX,0.7
,,,,,,,,,,,,,,,RP,Jalen Beeks (43897510),Jalen Beeks,43897510,P,4000,LAA@TEX 08/21/2026 08:15PM ET,TEX,2.24
,,,,,,,,,,,,,,,RP,Peyton Gray (43897544),Peyton Gray,43897544,P,4000,LAA@TEX 08/21/2026 08:15PM ET,TEX,3.57
,,,,,,,,,,,,,,,RP,Shaun Anderson (43897581),Shaun Anderson,43897581,P,4000,LAA@TEX 08/21/2026 08:15PM ET,LAA,2.62
,,,,,,,,,,,,,,,RP,Chris Martin (43897589),Chris Martin,43897589,P,4000,LAA@TEX 08/21/2026 08:15PM ET,TEX,0.54
,,,,,,,,,,,,,,,RP,Trevor Martin (43897604),Trevor Martin,43897604,P,4000,LAA@TEX 08/21/2026 08:15PM ET,LAA,2.92
,,,,,,,,,,,,,,,RP,Jose Fermin (43897626),Jose Fermin,43897626,P,4000,LAA@TEX 08/21/2026 08:15PM ET,LAA,3.66
,,,,,,,,,,,,,,,RP,Luke Murphy (43897633),Luke Murphy,43897633,P,4000,LAA@TEX 08/21/2026 08:15PM ET,LAA,2.61
,,,,,,,,,,,,,,,RP,Carter Baumler (43897634),Carter Baumler,43897634,P,4000,LAA@TEX 08/21/2026 08:15PM ET,TEX,3.54
,,,,,,,,,,,,,,,RP,Sammy Peralta (43897637),Sammy Peralta,43897637,P,4000,LAA@TEX 08/21/2026 08:15PM ET,LAA,3.39
,,,,,,,,,,,,,,,RP,Blake Weiman (43897640),Blake Weiman,43897640,P,4000,LAA@TEX 08/21/2026 08:15PM ET,LAA,3.86
,,,,,,,,,,,,,,,RP,Robert Stephenson (43897646),Robert Stephenson,43897646,P,4000,LAA@TEX 08/21/2026 08:15PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Ryan Watson (43897656),Ryan Watson,43897656,P,4000,LAA@TEX 08/21/2026 08:15PM ET,LAA,3.28
,,,,,,,,,,,,,,,RP,Gavin Collyer (43897696),Gavin Collyer,43897696,P,4000,LAA@TEX 08/21/2026 08:15PM ET,TEX,2.16
,,,,,,,,,,,,,,,RP,Tayler Saucedo (43897705),Tayler Saucedo,43897705,P,4000,LAA@TEX 08/21/2026 08:15PM ET,LAA,1.89
,,,,,,,,,,,,,,,RP,Sam Bachman (43897725),Sam Bachman,43897725,P,4000,LAA@TEX 08/21/2026 08:15PM ET,LAA,2.89
,,,,,,,,,,,,,,,RP,Cole Winn (43897733),Cole Winn,43897733,P,4000,LAA@TEX 08/21/2026 08:15PM ET,TEX,2.20
,,,,,,,,,,,,,,,RP,Michael Fulmer (43897744),Michael Fulmer,43897744,P,4000,LAA@TEX 08/21/2026 08:15PM ET,LAA,6.1
,,,,,,,,,,,,,,,RP,Samy Natera Jr. (43897761),Samy Natera Jr.,43897761,P,4000,LAA@TEX 08/21/2026 08:15PM ET,LAA,5.32
,,,,,,,,,,,,,,,RP,Ben Joyce (43897777),Ben Joyce,43897777,P,4000,LAA@TEX 08/21/2026 08:15PM ET,LAA,4.72
,,,,,,,,,,,,,,,RP,Robert Garcia (43897778),Robert Garcia,43897778,P,4000,LAA@TEX 08/21/2026 08:15PM ET,TEX,1.87
,,,,,,,,,,,,,,,RP,Ben Peoples (43897783),Ben Peoples,43897783,P,4000,LAA@TEX 08/21/2026 08:15PM ET,TEX,2.10
,,,,,,,,,,,,,,,RP,Robby Ahlstrom (43897785),Robby Ahlstrom,43897785,P,4000,LAA@TEX 08/21/2026 08:15PM ET,TEX,2.14
,,,,,,,,,,,,,,,RP,Emiliano Teodo (43897796),Emiliano Teodo,43897796,P,4000,LAA@TEX 08/21/2026 08:15PM ET,TEX,-1.25
,,,,,,,,,,,,,,,RP,Jakob Junis (43897808),Jakob Junis,43897808,P,4000,LAA@TEX 08/21/2026 08:15PM ET,TEX,2.69
,,,,,,,,,,,,,,,RP,Jon Heasley (43897480),Jon Heasley,43897480,P,4000,TB@BAL 08/21/2026 07:15PM ET,TB,-1.8
,,,,,,,,,,,,,,,RP,Cameron Weston (43897486),Cameron Weston,43897486,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,3.65
,,,,,,,,,,,,,,,RP,Cameron Foster (43897502),Cameron Foster,43897502,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,0.88
,,,,,,,,,,,,,,,RP,Yennier Cano (43897503),Yennier Cano,43897503,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,2.16
,,,,,,,,,,,,,,,RP,Manuel Rodriguez (43897507),Manuel Rodriguez,43897507,P,4000,TB@BAL 08/21/2026 07:15PM ET,TB,0
,,,,,,,,,,,,,,,RP,Rico Garcia (43897527),Rico Garcia,43897527,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,2.99
,,,,,,,,,,,,,,,RP,Bryan Baker (43897532),Bryan Baker,43897532,P,4000,TB@BAL 08/21/2026 07:15PM ET,TB,3.65
,,,,,,,,,,,,,,,RP,Alex Cook (43897538),Alex Cook,43897538,P,4000,TB@BAL 08/21/2026 07:15PM ET,TB,1.32
,,,,,,,,,,,,,,,RP,Colin Selby (43897546),Colin Selby,43897546,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Nick Raquet (43897574),Nick Raquet,43897574,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,0.16
,,,,,,,,,,,,,,,RP,Codi Heuer (43897583),Codi Heuer,43897583,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,1.62
,,,,,,,,,,,,,,,RP,Ryan Helsley (43897590),Ryan Helsley,43897590,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,2.9
,,,,,,,,,,,,,,,RP,Cole Sulser (43897597),Cole Sulser,43897597,P,4000,TB@BAL 08/21/2026 07:15PM ET,TB,2.92
,,,,,,,,,,,,,,,RP,Hunter Bigge (43897608),Hunter Bigge,43897608,P,4000,TB@BAL 08/21/2026 07:15PM ET,TB,1.59
,,,,,,,,,,,,,,,RP,Anthony Nunez (43897609),Anthony Nunez,43897609,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,2.99
,,,,,,,,,,,,,,,RP,Yosver Zulueta (43897610),Yosver Zulueta,43897610,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Casey Legumina (43897615),Casey Legumina,43897615,P,4000,TB@BAL 08/21/2026 07:15PM ET,TB,2.80
,,,,,,,,,,,,,,,RP,Kevin Kelly (43897620),Kevin Kelly,43897620,P,4000,TB@BAL 08/21/2026 07:15PM ET,TB,3.44
,,,,,,,,,,,,,,,RP,Andrew Kittredge (43897644),Andrew Kittredge,43897644,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,2.17
,,,,,,,,,,,,,,,RP,Felix Bautista (43897647),Felix Bautista,43897647,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Chris Roycroft (43897649),Chris Roycroft,43897649,P,4000,TB@BAL 08/21/2026 07:15PM ET,TB,1.02
,,,,,,,,,,,,,,,RP,Alex Hoppe (43897653),Alex Hoppe,43897653,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,3
,,,,,,,,,,,,,,,RP,Grant Wolfram (43897655),Grant Wolfram,43897655,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,2.39
,,,,,,,,,,,,,,,RP,Cam Booser (43897683),Cam Booser,43897683,P,4000,TB@BAL 08/21/2026 07:15PM ET,TB,4.09
,,,,,,,,,,,,,,,RP,Michael Grove (43897721),Michael Grove,43897721,P,4000,TB@BAL 08/21/2026 07:15PM ET,TB,6.52
,,,,,,,,,,,,,,,RP,Josh Walker (43897729),Josh Walker,43897729,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,3.02
,,,,,,,,,,,,,,,RP,Garrett Cleavinger (43897734),Garrett Cleavinger,43897734,P,4000,TB@BAL 08/21/2026 07:15PM ET,TB,2.98
,,,,,,,,,,,,,,,RP,Yaramil Hiraldo (43897742),Yaramil Hiraldo,43897742,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,4.12
,,,,,,,,,,,,,,,RP,Cam Sanders (43897788),Cam Sanders,43897788,P,4000,TB@BAL 08/21/2026 07:15PM ET,BAL,2.78
,,,,,,,,,,,,,,,RP,Edwin Uceta (43897806),Edwin Uceta,43897806,P,4000,TB@BAL 08/21/2026 07:15PM ET,TB,0
,,,,,,,,,,,,,,,C,Adley Rutschman (43896632),Adley Rutschman,43896632,C,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,7.35
,,,,,,,,,,,,,,,RP,Rowan Wick (43897462),Rowan Wick,43897462,P,4000,SF@BOS 08/21/2026 07:10PM ET,SF,0
,,,,,,,,,,,,,,,RP,Spencer Bivens (43897529),Spencer Bivens,43897529,P,4000,SF@BOS 08/21/2026 07:10PM ET,SF,4.05
,,,,,,,,,,,,,,,RP,Anthony Molina (43897534),Anthony Molina,43897534,P,4000,SF@BOS 08/21/2026 07:10PM ET,SF,1.68
,,,,,,,,,,,,,,,RP,Greg Weissert (43897535),Greg Weissert,43897535,P,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,2.61
,,,,,,,,,,,,,,,RP,Reiver Sanmartin (43897540),Reiver Sanmartin,43897540,P,4000,SF@BOS 08/21/2026 07:10PM ET,SF,1.90
,,,,,,,,,,,,,,,RP,Tyron Guerrero (43897549),Tyron Guerrero,43897549,P,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,3.20
,,,,,,,,,,,,,,,RP,Jovani Moran (43897551),Jovani Moran,43897551,P,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,4.42
,,,,,,,,,,,,,,,RP,Erik Miller (43897614),Erik Miller,43897614,P,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,3.52
,,,,,,,,,,,,,,,RP,Jason Foley (43897619),Jason Foley,43897619,P,4000,SF@BOS 08/21/2026 07:10PM ET,SF,1.60
,,,,,,,,,,,,,,,RP,Sam Hentges (43897651),Sam Hentges,43897651,P,4000,SF@BOS 08/21/2026 07:10PM ET,SF,2.33
,,,,,,,,,,,,,,,RP,Garrett Whitlock (43897652),Garrett Whitlock,43897652,P,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,3.95
,,,,,,,,,,,,,,,RP,Trent Harris (43897660),Trent Harris,43897660,P,4000,SF@BOS 08/21/2026 07:10PM ET,SF,4.28
,,,,,,,,,,,,,,,RP,Justin Slaten (43897665),Justin Slaten,43897665,P,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,2.74
,,,,,,,,,,,,,,,RP,Raymond Burgos (43897686),Raymond Burgos,43897686,P,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,7.83
,,,,,,,,,,,,,,,RP,Wyatt Olds (43897710),Wyatt Olds,43897710,P,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,4.95
,,,,,,,,,,,,,,,RP,Tyler Samaniego (43897731),Tyler Samaniego,43897731,P,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,2.43
,,,,,,,,,,,,,,,RP,Joel Peguero (43897735),Joel Peguero,43897735,P,4000,SF@BOS 08/21/2026 07:10PM ET,SF,1.81
,,,,,,,,,,,,,,,RP,Joe La Sorsa (43897739),Joe La Sorsa,43897739,P,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,0.15
,,,,,,,,,,,,,,,RP,Alec Gamboa (43897743),Alec Gamboa,43897743,P,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,4.98
,,,,,,,,,,,,,,,RP,Aroldis Chapman (43897756),Aroldis Chapman,43897756,P,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,3.70
,,,,,,,,,,,,,,,RP,Zack Kelly (43897763),Zack Kelly,43897763,P,4000,SF@BOS 08/21/2026 07:10PM ET,BOS,2.21
,,,,,,,,,,,,,,,RP,Randy Rodriguez (43897767),Randy Rodriguez,43897767,P,4000,SF@BOS 08/21/2026 07:10PM ET,SF,0
,,,,,,,,,,,,,,,RP,Matt Gage (43897795),Matt Gage,43897795,P,4000,SF@BOS 08/21/2026 07:10PM ET,SF,1.76
,,,,,,,,,,,,,,,RP,Ryan Walker (43897799),Ryan Walker,43897799,P,4000,SF@BOS 08/21/2026 07:10PM ET,SF,0.88
,,,,,,,,,,,,,,,RP,Philip Abner (43897803),Philip Abner,43897803,P,4000,SF@BOS 08/21/2026 07:10PM ET,SF,1.38
,,,,,,,,,,,,,,,SP,Ky Bush (43897472),Ky Bush,43897472,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Prelander Berroa (43897478),Prelander Berroa,43897478,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Drew Thorpe (43897482),Drew Thorpe,43897482,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Dylan Ross (43897489),Dylan Ross,43897489,P,4000,NYM@CWS 08/21/2026 07:40PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Huascar Brazoban (43897497),Huascar Brazoban,43897497,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,3.38
,,,,,,,,,,,,,,,RP,Austin Warren (43897520),Austin Warren,43897520,P,4000,NYM@CWS 08/21/2026 07:40PM ET,NYM,3.48
,,,,,,,,,,,,,,,RP,Tanner McDougal (43897528),Tanner McDougal,43897528,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,-3.65
,,,,,,,,,,,,,,,RP,Joey Gerber (43897530),Joey Gerber,43897530,P,4000,NYM@CWS 08/21/2026 07:40PM ET,NYM,2.96
,,,,,,,,,,,,,,,RP,Reed Garrett (43897539),Reed Garrett,43897539,P,4000,NYM@CWS 08/21/2026 07:40PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Tyler Davis (43897567),Tyler Davis,43897567,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,2.84
,,,,,,,,,,,,,,,RP,Jonathan Pintaro (43897573),Jonathan Pintaro,43897573,P,4000,NYM@CWS 08/21/2026 07:40PM ET,NYM,5.37
,,,,,,,,,,,,,,,RP,Dedniel Nunez (43897611),Dedniel Nunez,43897611,P,4000,NYM@CWS 08/21/2026 07:40PM ET,NYM,0.56
,,,,,,,,,,,,,,,RP,Daniel Duarte (43897629),Daniel Duarte,43897629,P,4000,NYM@CWS 08/21/2026 07:40PM ET,NYM,4.85
,,,,,,,,,,,,,,,RP,Sean Newcomb (43897641),Sean Newcomb,43897641,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,4.29
,,,,,,,,,,,,,,,RP,Tyler Gilbert (43897698),Tyler Gilbert,43897698,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,-1.59
,,,,,,,,,,,,,,,RP,Jordan Leasure (43897703),Jordan Leasure,43897703,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,2.57
,,,,,,,,,,,,,,,RP,Chris Murphy (43897711),Chris Murphy,43897711,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,2.84
,,,,,,,,,,,,,,,RP,Jack Weisenburger (43897716),Jack Weisenburger,43897716,P,4000,NYM@CWS 08/21/2026 07:40PM ET,NYM,4.25
,,,,,,,,,,,,,,,RP,Hagen Smith (43897748),Hagen Smith,43897748,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,7.06
,,,,,,,,,,,,,,,RP,Nate Lavender (43897750),Nate Lavender,43897750,P,4000,NYM@CWS 08/21/2026 07:40PM ET,NYM,4.64
,,,,,,,,,,,,,,,RP,Jefry Yan (43897751),Jefry Yan,43897751,P,4000,NYM@CWS 08/21/2026 07:40PM ET,NYM,3.79
,,,,,,,,,,,,,,,RP,Devin Williams (43897772),Devin Williams,43897772,P,4000,NYM@CWS 08/21/2026 07:40PM ET,NYM,2.92
,,,,,,,,,,,,,,,RP,Bryan Hudson (43897773),Bryan Hudson,43897773,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,2.72
,,,,,,,,,,,,,,,RP,Jordan Hicks (43897793),Jordan Hicks,43897793,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,2.96
,,,,,,,,,,,,,,,RP,Cionel Perez (43897794),Cionel Perez,43897794,P,4000,NYM@CWS 08/21/2026 07:40PM ET,NYM,3.05
,,,,,,,,,,,,,,,RP,Tyler Schweitzer (43897813),Tyler Schweitzer,43897813,P,4000,NYM@CWS 08/21/2026 07:40PM ET,CWS,4.30
,,,,,,,,,,,,,,,2B,Xavier Edwards (43896627),Xavier Edwards,43896627,2B,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,7.32
,,,,,,,,,,,,,,,RP,Erik Tolman (43897463),Erik Tolman,43897463,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,0
,,,,,,,,,,,,,,,RP,Jack Ralston (43897476),Jack Ralston,43897476,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Orlando Ribalta (43897506),Orlando Ribalta,43897506,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,2.53
,,,,,,,,,,,,,,,SP,Ken Waldichuk (43897513),Ken Waldichuk,43897513,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,2.8
,,,,,,,,,,,,,,,RP,Josh Ekness (43897514),Josh Ekness,43897514,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,3.08
,,,,,,,,,,,,,,,RP,Victor Vodnik (43897533),Victor Vodnik,43897533,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,2.02
,,,,,,,,,,,,,,,RP,Wikelman Gonzalez (43897542),Wikelman Gonzalez,43897542,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Josh White (43897543),Josh White,43897543,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,-10.1
,,,,,,,,,,,,,,,RP,Cade Gibson (43897553),Cade Gibson,43897553,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,2.20
,,,,,,,,,,,,,,,RP,Andrew Nardi (43897559),Andrew Nardi,43897559,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,2.85
,,,,,,,,,,,,,,,RP,Jake Bird (43897575),Jake Bird,43897575,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,1.92
,,,,,,,,,,,,,,,RP,Paxton Schultz (43897576),Paxton Schultz,43897576,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,2.29
,,,,,,,,,,,,,,,RP,Zach Brzykcy (43897586),Zach Brzykcy,43897586,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,2.88
,,,,,,,,,,,,,,,RP,Riley Cornelio (43897587),Riley Cornelio,43897587,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,4.26
,,,,,,,,,,,,,,,RP,Pete Fairbanks (43897595),Pete Fairbanks,43897595,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,3.05
,,,,,,,,,,,,,,,RP,Will Kempner (43897599),Will Kempner,43897599,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,4.82
,,,,,,,,,,,,,,,RP,Yovanny Cruz (43897607),Yovanny Cruz,43897607,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,1.76
,,,,,,,,,,,,,,,RP,Calvin Faucher (43897612),Calvin Faucher,43897612,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,3.13
,,,,,,,,,,,,,,,RP,Wyatt Mills (43897616),Wyatt Mills,43897616,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,1.11
,,,,,,,,,,,,,,,RP,Brandan Bidois (43897622),Brandan Bidois,43897622,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,2.27
,,,,,,,,,,,,,,,RP,Ronny Henriquez (43897623),Ronny Henriquez,43897623,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Eddy Yean (43897624),Eddy Yean,43897624,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,3.67
,,,,,,,,,,,,,,,RP,PJ Poulin (43897631),PJ Poulin,43897631,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,2.72
,,,,,,,,,,,,,,,RP,John King (43897654),John King,43897654,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,2.51
,,,,,,,,,,,,,,,RP,Michael Petersen (43897676),Michael Petersen,43897676,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,3.36
,,,,,,,,,,,,,,,RP,Kyle Nicolas (43897679),Kyle Nicolas,43897679,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,1.13
,,,,,,,,,,,,,,,RP,Anthony Bender (43897706),Anthony Bender,43897706,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,3.48
,,,,,,,,,,,,,,,RP,Cole Henry (43897719),Cole Henry,43897719,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,1.87
,,,,,,,,,,,,,,,RP,Tom Cosgrove (43897723),Tom Cosgrove,43897723,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,1.93
,,,,,,,,,,,,,,,RP,Will Dion (43897727),Will Dion,43897727,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,6.12
,,,,,,,,,,,,,,,RP,Richard Lovelady (43897732),Richard Lovelady,43897732,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,2.10
,,,,,,,,,,,,,,,RP,Clayton Beeter (43897779),Clayton Beeter,43897779,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,3.10
,,,,,,,,,,,,,,,RP,Tyler Zuber (43897781),Tyler Zuber,43897781,P,4000,WSH@MIA 08/21/2026 07:10PM ET,MIA,3.03
,,,,,,,,,,,,,,,RP,Gus Varland (43897805),Gus Varland,43897805,P,4000,WSH@MIA 08/21/2026 07:10PM ET,WSH,1.59
,,,,,,,,,,,,,,,C,Austin Hedges (43896629),Austin Hedges,43896629,C,4000,CLE@COL 08/21/2026 08:40PM ET,CLE,4.46
,,,,,,,,,,,,,,,SP,Austin Peterson (43897459),Austin Peterson,43897459,P,4000,CLE@COL 08/21/2026 08:40PM ET,CLE,0
,,,,,,,,,,,,,,,RP,Eiberson Castellano (43897473),Eiberson Castellano,43897473,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,7.75
,,,,,,,,,,,,,,,RP,RJ Petit (43897474),RJ Petit,43897474,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,0
,,,,,,,,,,,,,,,RP,Mark Manfredi (43897481),Mark Manfredi,43897481,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,5.8
,,,,,,,,,,,,,,,RP,Yorman Gomez (43897490),Yorman Gomez,43897490,P,4000,CLE@COL 08/21/2026 08:40PM ET,CLE,0
,,,,,,,,,,,,,,,RP,Blas Castano (43897494),Blas Castano,43897494,P,4000,CLE@COL 08/21/2026 08:40PM ET,COL,4.85
