Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5213207899,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,1. Column A lists all of your contest entries for this draftgroup
5213219422,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,2. Your current lineup is listed next to each entry (blank for reservations)
5213219423,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5213219424,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5213219425,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,5. For faster processing only include entries you are changing in the file you upload
5213219426,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,
5213219427,MLB $6K Solo Shot,193451361,$1,Grant Holmes (43790683),Grayson Rodriguez (43790682),Logan O'Hoppe (43791137),Charles McAdoo (43791127),Adael Amador (43791139),Graham Pauley (43791077),Ha-Seong Kim (43790985),Jose Fermin (43790825),Michael Harris II (43790762),Jakob Marsee (43790827),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Hunter Gaddis (43791616),Hunter Gaddis,43791616,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,2.13
,,,,,,,,,,,,,,,RP,Craig Yoho (43791626),Craig Yoho,43791626,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,3.66
,,,,,,,,,,,,,,,RP,Matt Festa (43791643),Matt Festa,43791643,P,4000,CLE@CWS 08/09/2026 02:10PM ET,CLE,2.66
,,,,,,,,,,,,,,,OF,Brandon Marsh (43790765),Brandon Marsh,43790765,OF,4000,TOR@PHI 08/09/2026 01:35PM ET,PHI,7.29
,,,,,,,,,,,,,,,SP,Jake Bloss (43791407),Jake Bloss,43791407,P,4000,TOR@PHI 08/09/2026 01:35PM ET,TOR,0
,,,,,,,,,,,,,,,SP,Ricky Tiedemann (43791414),Ricky Tiedemann,43791414,P,4000,TOR@PHI 08/09/2026 01:35PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Chad Dallas (43791429),Chad Dallas,43791429,P,4000,TOR@PHI 08/09/2026 01:35PM ET,TOR,3.22
,,,,,,,,,,,,,,,RP,Grant Holman (43791430),Grant Holman,43791430,P,4000,TOR@PHI 08/09/2026 01:35PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Yimi Garcia (43791431),Yimi Garcia,43791431,P,4000,TOR@PHI 08/09/2026 01:35PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Jonathan Bowlan (43791439),Jonathan Bowlan,43791439,P,4000,TOR@PHI 08/09/2026 01:35PM ET,PHI,3.51
,,,,,,,,,,,,,,,RP,Max Lazar (43791442),Max Lazar,43791442,P,4000,TOR@PHI 08/09/2026 01:35PM ET,PHI,1.9
,,,,,,,,,,,,,,,RP,John Klein (43791453),John Klein,43791453,P,4000,TOR@PHI 08/09/2026 01:35PM ET,TOR,1.85
,,,,,,,,,,,,,,,RP,Braydon Fisher (43791458),Braydon Fisher,43791458,P,4000,TOR@PHI 08/09/2026 01:35PM ET,TOR,2.91
,,,,,,,,,,,,,,,RP,Jhoan Duran (43791466),Jhoan Duran,43791466,P,4000,TOR@PHI 08/09/2026 01:35PM ET,PHI,3.94
,,,,,,,,,,,,,,,RP,Tyler Rogers (43791482),Tyler Rogers,43791482,P,4000,TOR@PHI 08/09/2026 01:35PM ET,TOR,2.22
,,,,,,,,,,,,,,,RP,Brooks Raley (43791525),Brooks Raley,43791525,P,4000,TOR@PHI 08/09/2026 01:35PM ET,PHI,3.20
,,,,,,,,,,,,,,,RP,Brendon Little (43791539),Brendon Little,43791539,P,4000,TOR@PHI 08/09/2026 01:35PM ET,TOR,0.94
,,,,,,,,,,,,,,,RP,CJ Van Eyk (43791543),CJ Van Eyk,43791543,P,4000,TOR@PHI 08/09/2026 01:35PM ET,TOR,0.32
,,,,,,,,,,,,,,,RP,Orion Kerkering (43791554),Orion Kerkering,43791554,P,4000,TOR@PHI 08/09/2026 01:35PM ET,PHI,3.24
,,,,,,,,,,,,,,,RP,Joe Mantiply (43791562),Joe Mantiply,43791562,P,4000,TOR@PHI 08/09/2026 01:35PM ET,TOR,3.24
,,,,,,,,,,,,,,,RP,Kyle Backhus (43791567),Kyle Backhus,43791567,P,4000,TOR@PHI 08/09/2026 01:35PM ET,PHI,2.44
,,,,,,,,,,,,,,,RP,Tim Mayza (43791574),Tim Mayza,43791574,P,4000,TOR@PHI 08/09/2026 01:35PM ET,PHI,3.40
,,,,,,,,,,,,,,,RP,Lazaro Estrada (43791591),Lazaro Estrada,43791591,P,4000,TOR@PHI 08/09/2026 01:35PM ET,TOR,4.94
,,,,,,,,,,,,,,,RP,Tanner Banks (43791592),Tanner Banks,43791592,P,4000,TOR@PHI 08/09/2026 01:35PM ET,PHI,1.73
,,,,,,,,,,,,,,,RP,Chase Shugart (43791609),Chase Shugart,43791609,P,4000,TOR@PHI 08/09/2026 01:35PM ET,PHI,3.33
,,,,,,,,,,,,,,,RP,Jose Alvarado (43791629),Jose Alvarado,43791629,P,4000,TOR@PHI 08/09/2026 01:35PM ET,PHI,2.44
,,,,,,,,,,,,,,,RP,Louis Varland (43791641),Louis Varland,43791641,P,4000,TOR@PHI 08/09/2026 01:35PM ET,TOR,4.62
,,,,,,,,,,,,,,,RP,Chase Lee (43791648),Chase Lee,43791648,P,4000,TOR@PHI 08/09/2026 01:35PM ET,TOR,1.04
,,,,,,,,,,,,,,,SS,Dansby Swanson (43790764),Dansby Swanson,43790764,SS,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,7.55
,,,,,,,,,,,,,,,1B,Vinnie Pasquantino (43791009),Vinnie Pasquantino,43791009,1B,4000,CHC@KC 08/09/2026 02:10PM ET,KC,6.46
,,,,,,,,,,,,,,,RP,Antoine Kelly (43791397),Antoine Kelly,43791397,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,4.4
,,,,,,,,,,,,,,,SP,Steven Zobac (43791401),Steven Zobac,43791401,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Tyler Beede (43791413),Tyler Beede,43791413,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,0
,,,,,,,,,,,,,,,RP,James McArthur (43791420),James McArthur,43791420,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Caleb Thielbar (43791427),Caleb Thielbar,43791427,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,2.61
,,,,,,,,,,,,,,,RP,Carlos Estevez (43791432),Carlos Estevez,43791432,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,-14.85
,,,,,,,,,,,,,,,RP,Riley Martin (43791441),Riley Martin,43791441,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,3.82
,,,,,,,,,,,,,,,RP,Ryan Zeferjahn (43791449),Ryan Zeferjahn,43791449,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,4.32
,,,,,,,,,,,,,,,RP,Luke Little (43791459),Luke Little,43791459,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,1.05
,,,,,,,,,,,,,,,RP,Eli Morgan (43791460),Eli Morgan,43791460,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,2.03
,,,,,,,,,,,,,,,RP,Trent Thornton (43791467),Trent Thornton,43791467,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,2.60
,,,,,,,,,,,,,,,RP,Lucas Erceg (43791470),Lucas Erceg,43791470,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,1.42
,,,,,,,,,,,,,,,RP,Tyler Ferguson (43791471),Tyler Ferguson,43791471,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,2.76
,,,,,,,,,,,,,,,RP,Ryan Rolison (43791472),Ryan Rolison,43791472,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,3.95
,,,,,,,,,,,,,,,RP,Nick Mears (43791477),Nick Mears,43791477,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,2.00
,,,,,,,,,,,,,,,RP,Aaron Bummer (43791498),Aaron Bummer,43791498,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,0.38
,,,,,,,,,,,,,,,RP,Jose Cuas (43791499),Jose Cuas,43791499,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,3.83
,,,,,,,,,,,,,,,RP,Hunter Harvey (43791500),Hunter Harvey,43791500,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,1.85
,,,,,,,,,,,,,,,RP,Gavin Hollowell (43791521),Gavin Hollowell,43791521,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,2.73
,,,,,,,,,,,,,,,RP,Hoby Milner (43791548),Hoby Milner,43791548,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,1.70
,,,,,,,,,,,,,,,RP,Easton McGee (43791549),Easton McGee,43791549,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,2.52
,,,,,,,,,,,,,,,RP,John Schreiber (43791555),John Schreiber,43791555,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,1.96
,,,,,,,,,,,,,,,RP,Jacob Webb (43791558),Jacob Webb,43791558,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,3.53
,,,,,,,,,,,,,,,RP,Nolan Hoffman (43791560),Nolan Hoffman,43791560,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,1.7
,,,,,,,,,,,,,,,RP,Beck Way (43791561),Beck Way,43791561,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,2.93
,,,,,,,,,,,,,,,RP,Shelby Miller (43791571),Shelby Miller,43791571,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Alex Lange (43791593),Alex Lange,43791593,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,2.18
,,,,,,,,,,,,,,,RP,Jayden Murray (43791600),Jayden Murray,43791600,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,1.04
,,,,,,,,,,,,,,,RP,Porter Hodge (43791613),Porter Hodge,43791613,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,0
,,,,,,,,,,,,,,,RP,Nate Pearson (43791614),Nate Pearson,43791614,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,3.12
,,,,,,,,,,,,,,,RP,Phil Maton (43791620),Phil Maton,43791620,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,1.72
,,,,,,,,,,,,,,,RP,Steven Cruz (43791623),Steven Cruz,43791623,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,3.19
,,,,,,,,,,,,,,,RP,Connor Seabold (43791635),Connor Seabold,43791635,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,2.08
,,,,,,,,,,,,,,,RP,Carlos Duran (43791636),Carlos Duran,43791636,P,4000,CHC@KC 08/09/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Daniel Palencia (43791639),Daniel Palencia,43791639,P,4000,CHC@KC 08/09/2026 02:10PM ET,CHC,3.14
,,,,,,,,,,,,,,,OF,Jake Mangum (43790766),Jake Mangum,43790766,OF,4000,NYM@PIT 08/09/2026 01:35PM ET,PIT,6.65
,,,,,,,,,,,,,,,RP,Dylan Ross (43791404),Dylan Ross,43791404,P,4000,NYM@PIT 08/09/2026 01:35PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Khristian Curtis (43791409),Khristian Curtis,43791409,P,4000,NYM@PIT 08/09/2026 01:35PM ET,PIT,16.85
,,,,,,,,,,,,,,,RP,Jonathan Pintaro (43791426),Jonathan Pintaro,43791426,P,4000,NYM@PIT 08/09/2026 01:35PM ET,NYM,6.64
,,,,,,,,,,,,,,,RP,Cionel Perez (43791438),Cionel Perez,43791438,P,4000,NYM@PIT 08/09/2026 01:35PM ET,NYM,3.05
,,,,,,,,,,,,,,,RP,Devin Williams (43791450),Devin Williams,43791450,P,4000,NYM@PIT 08/09/2026 01:35PM ET,NYM,2.92
,,,,,,,,,,,,,,,SP,Noah Murdock (43791451),Noah Murdock,43791451,P,4000,NYM@PIT 08/09/2026 01:35PM ET,PIT,5.58
,,,,,,,,,,,,,,,RP,Austin Warren (43791474),Austin Warren,43791474,P,4000,NYM@PIT 08/09/2026 01:35PM ET,NYM,3.38
,,,,,,,,,,,,,,,RP,Brandon Eisert (43791492),Brandon Eisert,43791492,P,4000,NYM@PIT 08/09/2026 01:35PM ET,PIT,2.76
,,,,,,,,,,,,,,,RP,Jefry Yan (43791493),Jefry Yan,43791493,P,4000,NYM@PIT 08/09/2026 01:35PM ET,NYM,2.75
,,,,,,,,,,,,,,,RP,Yohan Ramirez (43791496),Yohan Ramirez,43791496,P,4000,NYM@PIT 08/09/2026 01:35PM ET,PIT,4.60
,,,,,,,,,,,,,,,RP,Mason Montgomery (43791497),Mason Montgomery,43791497,P,4000,NYM@PIT 08/09/2026 01:35PM ET,PIT,4.10
,,,,,,,,,,,,,,,RP,Evan Sisk (43791505),Evan Sisk,43791505,P,4000,NYM@PIT 08/09/2026 01:35PM ET,PIT,3.96
,,,,,,,,,,,,,,,RP,Joey Gerber (43791516),Joey Gerber,43791516,P,4000,NYM@PIT 08/09/2026 01:35PM ET,NYM,2.96
,,,,,,,,,,,,,,,RP,Reed Garrett (43791545),Reed Garrett,43791545,P,4000,NYM@PIT 08/09/2026 01:35PM ET,NYM,0
,,,,,,,,,,,,,,,RP,Gregory Soto (43791578),Gregory Soto,43791578,P,4000,NYM@PIT 08/09/2026 01:35PM ET,PIT,3.52
,,,,,,,,,,,,,,,RP,Dedniel Nunez (43791594),Dedniel Nunez,43791594,P,4000,NYM@PIT 08/09/2026 01:35PM ET,NYM,0.45
,,,,,,,,,,,,,,,RP,Isaac Mattson (43791603),Isaac Mattson,43791603,P,4000,NYM@PIT 08/09/2026 01:35PM ET,PIT,2.03
,,,,,,,,,,,,,,,RP,Daniel Duarte (43791607),Daniel Duarte,43791607,P,4000,NYM@PIT 08/09/2026 01:35PM ET,NYM,4.43
,,,,,,,,,,,,,,,RP,Luke Weaver (43791615),Luke Weaver,43791615,P,4000,NYM@PIT 08/09/2026 01:35PM ET,PIT,3.66
,,,,,,,,,,,,,,,RP,Camilo Doval (43791624),Camilo Doval,43791624,P,4000,NYM@PIT 08/09/2026 01:35PM ET,PIT,2.44
,,,,,,,,,,,,,,,RP,Kirby Yates (43791627),Kirby Yates,43791627,P,4000,NYM@PIT 08/09/2026 01:35PM ET,PIT,2.90
,,,,,,,,,,,,,,,RP,Nate Lavender (43791646),Nate Lavender,43791646,P,4000,NYM@PIT 08/09/2026 01:35PM ET,NYM,5.32
,,,,,,,,,,,,,,,1B/2B,Royce Lewis (43790767),Royce Lewis,43790767,1B/2B,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,7.63
,,,,,,,,,,,,,,,RP,Grant Hartwig (43791421),Grant Hartwig,43791421,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,0
,,,,,,,,,,,,,,,RP,Abner Uribe (43791462),Abner Uribe,43791462,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,3.48
,,,,,,,,,,,,,,,RP,Brian Fitzpatrick (43791483),Brian Fitzpatrick,43791483,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,3.4
,,,,,,,,,,,,,,,RP,Aaron Ashby (43791487),Aaron Ashby,43791487,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,4.98
,,,,,,,,,,,,,,,RP,Travis Adams (43791489),Travis Adams,43791489,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,3.69
,,,,,,,,,,,,,,,RP,Rob Zastryzny (43791490),Rob Zastryzny,43791490,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,0
,,,,,,,,,,,,,,,RP,Jared Koenig (43791491),Jared Koenig,43791491,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,0.42
,,,,,,,,,,,,,,,RP,A.J. Minter (43791514),A.J. Minter,43791514,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,2.82
,,,,,,,,,,,,,,,RP,JoJo Romero (43791515),JoJo Romero,43791515,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,2.70
,,,,,,,,,,,,,,,RP,Jeff Hoffman (43791523),Jeff Hoffman,43791523,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,3.86
,,,,,,,,,,,,,,,RP,Cole Sands (43791528),Cole Sands,43791528,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,1.42
,,,,,,,,,,,,,,,RP,Garrett Acton (43791529),Garrett Acton,43791529,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,7.05
,,,,,,,,,,,,,,,RP,Taylor Rogers (43791537),Taylor Rogers,43791537,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,2.03
,,,,,,,,,,,,,,,RP,Tommy Nance (43791538),Tommy Nance,43791538,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,2.96
,,,,,,,,,,,,,,,RP,Andrew Morris (43791544),Andrew Morris,43791544,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,3.64
,,,,,,,,,,,,,,,RP,Drew Rom (43791547),Drew Rom,43791547,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,5.75
,,,,,,,,,,,,,,,RP,Kody Funderburk (43791550),Kody Funderburk,43791550,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,2.70
,,,,,,,,,,,,,,,RP,Garrett Stallings (43791581),Garrett Stallings,43791581,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,8.1
,,,,,,,,,,,,,,,RP,Woo Suk Go (43791582),Woo Suk Go,43791582,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,1.25
,,,,,,,,,,,,,,,RP,Dan Altavilla (43791585),Dan Altavilla,43791585,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,0
,,,,,,,,,,,,,,,RP,Angel Zerpa (43791608),Angel Zerpa,43791608,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,1.11
,,,,,,,,,,,,,,,RP,Trevor Megill (43791621),Trevor Megill,43791621,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,3.47
,,,,,,,,,,,,,,,RP,Eric Orze (43791630),Eric Orze,43791630,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,2.28
,,,,,,,,,,,,,,,RP,Grant Anderson (43791632),Grant Anderson,43791632,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,2.97
,,,,,,,,,,,,,,,RP,Joel Kuhnel (43791645),Joel Kuhnel,43791645,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIL,1.63
,,,,,,,,,,,,,,,RP,Anthony Banda (43791652),Anthony Banda,43791652,P,4000,MIN@MIL 08/09/2026 02:10PM ET,MIN,2.18
,,,,,,,,,,,,,,,RP,RJ Petit (43791399),RJ Petit,43791399,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,0
,,,,,,,,,,,,,,,RP,Parker Mushinski (43791403),Parker Mushinski,43791403,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,3.03
,,,,,,,,,,,,,,,RP,Eiberson Castellano (43791411),Eiberson Castellano,43791411,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,7.75
,,,,,,,,,,,,,,,RP,Cooper Hjerpe (43791418),Cooper Hjerpe,43791418,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,0
,,,,,,,,,,,,,,,RP,Blas Castano (43791424),Blas Castano,43791424,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,4.85
,,,,,,,,,,,,,,,SP,McCade Brown (43791425),McCade Brown,43791425,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,0
,,,,,,,,,,,,,,,RP,Caleb Ferguson (43791437),Caleb Ferguson,43791437,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,2.53
,,,,,,,,,,,,,,,RP,Juan Mejia (43791455),Juan Mejia,43791455,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,2.46
,,,,,,,,,,,,,,,RP,TJ Shook (43791457),TJ Shook,43791457,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,1.54
,,,,,,,,,,,,,,,SP,Riley O'Brien (43791465),Riley O'Brien,43791465,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,2.98
,,,,,,,,,,,,,,,RP,Matt Svanson (43791494),Matt Svanson,43791494,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,1.72
,,,,,,,,,,,,,,,RP,Justin Bruihl (43791509),Justin Bruihl,43791509,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,2.18
,,,,,,,,,,,,,,,RP,Jordan Romano (43791510),Jordan Romano,43791510,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,2.06
,,,,,,,,,,,,,,,RP,Ryne Stanek (43791513),Ryne Stanek,43791513,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,2.36
,,,,,,,,,,,,,,,RP,Nick Frasso (43791546),Nick Frasso,43791546,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,2.65
,,,,,,,,,,,,,,,RP,Jaden Hill (43791565),Jaden Hill,43791565,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,1.81
,,,,,,,,,,,,,,,RP,Jeff Criswell (43791577),Jeff Criswell,43791577,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,2.27
,,,,,,,,,,,,,,,RP,Luis Gastelum (43791587),Luis Gastelum,43791587,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,1.73
,,,,,,,,,,,,,,,RP,Max Rajcic (43791601),Max Rajcic,43791601,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,3.18
,,,,,,,,,,,,,,,RP,Ryan Fernandez (43791604),Ryan Fernandez,43791604,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,5.02
,,,,,,,,,,,,,,,RP,Brennan Bernardino (43791605),Brennan Bernardino,43791605,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,2.32
,,,,,,,,,,,,,,,RP,Welinton Herrera (43791625),Welinton Herrera,43791625,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,2.48
,,,,,,,,,,,,,,,RP,Peter Strzelecki (43791633),Peter Strzelecki,43791633,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,1.4
,,,,,,,,,,,,,,,RP,George Soriano (43791642),George Soriano,43791642,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,2.99
,,,,,,,,,,,,,,,RP,Gordon Graceffo (43791647),Gordon Graceffo,43791647,P,4000,COL@STL 08/09/2026 02:15PM ET,STL,3.28
,,,,,,,,,,,,,,,RP,Jimmy Herget (43791653),Jimmy Herget,43791653,P,4000,COL@STL 08/09/2026 02:15PM ET,COL,1.7
,,,,,,,,,,,,,,,OF,Trent Grisham (43790760),Trent Grisham,43790760,OF,4000,ATL@NYY 08/09/2026 01:35PM ET,NYY,6.84
,,,,,,,,,,,,,,,OF,Michael Harris II (43790762),Michael Harris II,43790762,OF,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,7.91
,,,,,,,,,,,,,,,RP,Bradley Hanner (43791400),Bradley Hanner,43791400,P,4000,ATL@NYY 08/09/2026 01:35PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Joe Jimenez (43791410),Joe Jimenez,43791410,P,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,0
,,,,,,,,,,,,,,,SP,Chase Hampton (43791422),Chase Hampton,43791422,P,4000,ATL@NYY 08/09/2026 01:35PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Tim Hill (43791443),Tim Hill,43791443,P,4000,ATL@NYY 08/09/2026 01:35PM ET,NYY,1.40
,,,,,,,,,,,,,,,RP,Robert Suarez (43791446),Robert Suarez,43791446,P,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,3.86
,,,,,,,,,,,,,,,RP,Brent Suter (43791452),Brent Suter,43791452,P,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,3.67
,,,,,,,,,,,,,,,RP,David Bednar (43791484),David Bednar,43791484,P,4000,ATL@NYY 08/09/2026 01:35PM ET,NYY,3.93
,,,,,,,,,,,,,,,RP,Angel Chivilli (43791503),Angel Chivilli,43791503,P,4000,ATL@NYY 08/09/2026 01:35PM ET,NYY,3.09
,,,,,,,,,,,,,,,RP,Yerry de los Santos (43791504),Yerry de los Santos,43791504,P,4000,ATL@NYY 08/09/2026 01:35PM ET,NYY,4.18
,,,,,,,,,,,,,,,RP,Fernando Cruz (43791520),Fernando Cruz,43791520,P,4000,ATL@NYY 08/09/2026 01:35PM ET,NYY,3.27
,,,,,,,,,,,,,,,RP,Rolddy Munoz (43791541),Rolddy Munoz,43791541,P,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,0.9
,,,,,,,,,,,,,,,RP,Dylan Dodd (43791556),Dylan Dodd,43791556,P,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,4.20
,,,,,,,,,,,,,,,RP,Tyler Uberstine (43791559),Tyler Uberstine,43791559,P,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,5.6
,,,,,,,,,,,,,,,RP,Brent Headrick (43791563),Brent Headrick,43791563,P,4000,ATL@NYY 08/09/2026 01:35PM ET,NYY,3.98
,,,,,,,,,,,,,,,RP,Danny Young (43791568),Danny Young,43791568,P,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,1.15
,,,,,,,,,,,,,,,RP,Kervin Castro (43791572),Kervin Castro,43791572,P,4000,ATL@NYY 08/09/2026 01:35PM ET,NYY,5.25
,,,,,,,,,,,,,,,RP,Hayden Harris (43791584),Hayden Harris,43791584,P,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Dylan Lee (43791586),Dylan Lee,43791586,P,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,4.07
,,,,,,,,,,,,,,,RP,Raisel Iglesias (43791595),Raisel Iglesias,43791595,P,4000,ATL@NYY 08/09/2026 01:35PM ET,ATL,3.10
