Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
5229987113,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],193028206,$5,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,1. Column A lists all of your contest entries for this draftgroup
5230681933,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,2. Your current lineup is listed next to each entry (blank for reservations)
5230886123,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5230886134,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5230886135,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,5. For faster processing only include entries you are changing in the file you upload
5230894825,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,
5230894832,NFL $175K mini-MAX [150 Entry Max],193028212,$0.50,Jalen Hurts (43727237),Tyler Allgeier (43727395),Saquon Barkley (43727337),Jordan Addison (43727659),Chris Olave (43727639),DeVonta Smith (43727641),Dallas Goedert (43728233),Woody Marks (43727387),Jaguars (43728526),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,TE,Luke Musgrave (43728269),Luke Musgrave,43728269,TE/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,2.84
,,,,,,,,,,,,,,DST,Packers  (43728532),Packers ,43728532,DST,3000,GB@MIN 09/13/2026 04:25PM ET,GB,4.61
,,,,,,,,,,,,,,WR,Elijah Moore (43728079),Elijah Moore,43728079,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,PHI,3
,,,,,,,,,,,,,,WR,Johnny Wilson (43728081),Johnny Wilson,43728081,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0
,,,,,,,,,,,,,,WR,Darius Cooper (43728083),Darius Cooper,43728083,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,PHI,1.44
,,,,,,,,,,,,,,WR,Britain Covey (43728085),Britain Covey,43728085,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0.57
,,,,,,,,,,,,,,WR,Quez Watkins (43728087),Quez Watkins,43728087,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0
,,,,,,,,,,,,,,WR,Samori Toure (43728089),Samori Toure,43728089,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,PHI,1.3
,,,,,,,,,,,,,,WR,Danny Gray (43728091),Danny Gray,43728091,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0
,,,,,,,,,,,,,,WR,Erik Ezukanma (43728093),Erik Ezukanma,43728093,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0
,,,,,,,,,,,,,,WR,Van Jefferson (43728151),Van Jefferson,43728151,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,WAS,4.38
,,,,,,,,,,,,,,WR,Jacoby Jones (43728153),Jacoby Jones,43728153,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,WAS,3.5
,,,,,,,,,,,,,,WR,Nick Nash (43728155),Nick Nash,43728155,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,WAS,0
,,,,,,,,,,,,,,WR,Jaden Bradley (43728157),Jaden Bradley,43728157,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,WAS,0
,,,,,,,,,,,,,,WR,River Cracraft (43728161),River Cracraft,43728161,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,WAS,0
,,,,,,,,,,,,,,WR,Jackson Meeks (43727929),Jackson Meeks,43727929,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0
,,,,,,,,,,,,,,WR,Dominic Lovett (43727931),Dominic Lovett,43727931,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0
,,,,,,,,,,,,,,WR,Cedrick Wilson Jr. (43727933),Cedrick Wilson Jr.,43727933,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0.94
,,,,,,,,,,,,,,WR,Tom Kennedy (43727935),Tom Kennedy,43727935,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,1.27
,,,,,,,,,,,,,,WR,Malik Cunningham (43727937),Malik Cunningham,43727937,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0.1
,,,,,,,,,,,,,,WR,Tay Martin (43727939),Tay Martin,43727939,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,1.43
,,,,,,,,,,,,,,WR,Lucky Jackson (43727941),Lucky Jackson,43727941,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0
,,,,,,,,,,,,,,WR,Tarik Black (43727943),Tarik Black,43727943,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0
,,,,,,,,,,,,,,WR,Lawrence Keys III (43727945),Lawrence Keys III,43727945,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0
,,,,,,,,,,,,,,WR,Kendrick Law (43727947),Kendrick Law,43727947,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0
,,,,,,,,,,,,,,WR,Ja'Lynn Polk (43728043),Ja'Lynn Polk,43728043,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,0
,,,,,,,,,,,,,,WR,Barion Brown (43728045),Barion Brown,43728045,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,0
,,,,,,,,,,,,,,WR,Mason Tipton (43728047),Mason Tipton,43728047,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,1.46
,,,,,,,,,,,,,,WR,Ronnie Bell (43728049),Ronnie Bell,43728049,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,5.15
,,,,,,,,,,,,,,WR,Trey Palmer (43728051),Trey Palmer,43728051,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,0
,,,,,,,,,,,,,,WR,Bub Means (43728053),Bub Means,43728053,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,0
,,,,,,,,,,,,,,WR,Kevin Austin Jr. (43728055),Kevin Austin Jr.,43728055,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,4.12
,,,,,,,,,,,,,,WR,Jalen Moreno-Cropper (43728057),Jalen Moreno-Cropper,43728057,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,0
,,,,,,,,,,,,,,WR,Brock Rechsteiner (43728059),Brock Rechsteiner,43728059,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,0
,,,,,,,,,,,,,,WR,Tylan Wallace (43727915),Tylan Wallace,43727915,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,1.04
,,,,,,,,,,,,,,WR,Malachi Corley (43727917),Malachi Corley,43727917,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,2.43
,,,,,,,,,,,,,,WR,Jamari Thrash (43727919),Jamari Thrash,43727919,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,2.3
,,,,,,,,,,,,,,WR,Gage Larvadain (43727921),Gage Larvadain,43727921,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,1.03
,,,,,,,,,,,,,,WR,Luke Floriea (43727923),Luke Floriea,43727923,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0
,,,,,,,,,,,,,,WR,Aaron Anderson (43727925),Aaron Anderson,43727925,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0
,,,,,,,,,,,,,,WR,Kole Wilson (43727927),Kole Wilson,43727927,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0
,,,,,,,,,,,,,,WR,Josh Cameron (43728179),Josh Cameron,43728179,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0
,,,,,,,,,,,,,,WR,CJ Williams (43728181),CJ Williams,43728181,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0
,,,,,,,,,,,,,,WR,Tim Jones (43728183),Tim Jones,43728183,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0.5
,,,,,,,,,,,,,,WR,Austin Trammell (43728185),Austin Trammell,43728185,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,1.27
,,,,,,,,,,,,,,WR,Chandler Brayboy (43728187),Chandler Brayboy,43728187,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0
,,,,,,,,,,,,,,WR,Brady Boyd (43728189),Brady Boyd,43728189,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0
,,,,,,,,,,,,,,WR,Trebor Pena (43728193),Trebor Pena,43728193,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0
,,,,,,,,,,,,,,WR,Michael Wortham (43728195),Michael Wortham,43728195,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0
,,,,,,,,,,,,,,WR,Reggie Virgil (43728095),Reggie Virgil,43728095,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,ARI,0
,,,,,,,,,,,,,,WR,Devin Duvernay (43728097),Devin Duvernay,43728097,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,ARI,0.24
,,,,,,,,,,,,,,WR,Simi Fehoko (43728099),Simi Fehoko,43728099,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,ARI,0
,,,,,,,,,,,,,,WR,Jalen Brooks (43728101),Jalen Brooks,43728101,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,ARI,1.18
,,,,,,,,,,,,,,WR,Tejhaun Palmer (43728103),Tejhaun Palmer,43728103,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,ARI,0
,,,,,,,,,,,,,,WR,Harrison Wallace III (43728105),Harrison Wallace III,43728105,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,ARI,0
,,,,,,,,,,,,,,WR,Bryson Green (43728107),Bryson Green,43728107,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,ARI,0
,,,,,,,,,,,,,,WR,KeAndre Lambert-Smith (43728123),KeAndre Lambert-Smith,43728123,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,1.61
,,,,,,,,,,,,,,WR,Derius Davis (43728125),Derius Davis,43728125,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0.21
,,,,,,,,,,,,,,WR,Dalevon Campbell (43728127),Dalevon Campbell,43728127,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0
,,,,,,,,,,,,,,WR,Luke Grimm (43728129),Luke Grimm,43728129,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0
,,,,,,,,,,,,,,WR,JaQuae Jackson (43728131),JaQuae Jackson,43728131,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0
,,,,,,,,,,,,,,WR,Mante Morrow (43728133),Mante Morrow,43728133,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0
,,,,,,,,,,,,,,WR,Devonte Ross (43728135),Devonte Ross,43728135,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0
,,,,,,,,,,,,,,WR,Sincere Brown (43728137),Sincere Brown,43728137,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0
,,,,,,,,,,,,,,TE,David Njoku (43728271),David Njoku,43728271,TE/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,7.19
,,,,,,,,,,,,,,WR,Dareke Young (43727991),Dareke Young,43727991,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,0.57
,,,,,,,,,,,,,,WR,Shedrick Jackson (43727993),Shedrick Jackson,43727993,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,3.18
,,,,,,,,,,,,,,WR,Phillip Dorsett II (43727995),Phillip Dorsett II,43727995,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,0
,,,,,,,,,,,,,,WR,Brandon Johnson (43727997),Brandon Johnson,43727997,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,0
,,,,,,,,,,,,,,WR,Chase Roberts (43727999),Chase Roberts,43727999,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,0
,,,,,,,,,,,,,,WR,E.J. Williams Jr. (43728001),E.J. Williams Jr.,43728001,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,0
,,,,,,,,,,,,,,WR,Deven Thompkins (43728003),Deven Thompkins,43728003,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,0.89
,,,,,,,,,,,,,,WR,Justin Shorter (43728005),Justin Shorter,43728005,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,0
,,,,,,,,,,,,,,WR,Corey Rucker (43728007),Corey Rucker,43728007,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,0
,,,,,,,,,,,,,,WR,Caleb Douglas (43728009),Caleb Douglas,43728009,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,WR,Kevin Coleman Jr. (43728011),Kevin Coleman Jr.,43728011,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,WR,Theo Wease Jr. (43728013),Theo Wease Jr.,43728013,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,MIA,8.63
,,,,,,,,,,,,,,WR,Tahj Washington (43728015),Tahj Washington,43728015,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,MIA,0.95
,,,,,,,,,,,,,,WR,Jalen Reagor (43728017),Jalen Reagor,43728017,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,WR,Terrace Marshall Jr. (43728019),Terrace Marshall Jr.,43728019,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,WR,AJ Henning (43728021),AJ Henning,43728021,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,WR,Donaven McCulley (43728023),Donaven McCulley,43728023,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,MIA,0
,,,,,,,,,,,,,,WR,Bryce Oliver (43727961),Bryce Oliver,43727961,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.6
,,,,,,,,,,,,,,WR,Mason Kinsey (43727963),Mason Kinsey,43727963,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.68
,,,,,,,,,,,,,,WR,K.J. Osborn (43727965),K.J. Osborn,43727965,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0
,,,,,,,,,,,,,,WR,Xavier Restrepo (43727967),Xavier Restrepo,43727967,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,3.55
,,,,,,,,,,,,,,WR,Lance McCutcheon (43727969),Lance McCutcheon,43727969,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0
,,,,,,,,,,,,,,WR,Courtney Jackson (43727971),Courtney Jackson,43727971,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0
,,,,,,,,,,,,,,WR,Tyren Montgomery (43727973),Tyren Montgomery,43727973,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0
,,,,,,,,,,,,,,WR,Hank Beatty (43727975),Hank Beatty,43727975,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0
,,,,,,,,,,,,,,WR,Tim Patrick (43728061),Tim Patrick,43728061,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,3.04
,,,,,,,,,,,,,,WR,Isaiah Williams (43728063),Isaiah Williams,43728063,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,3.98
,,,,,,,,,,,,,,WR,Arian Smith (43728065),Arian Smith,43728065,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0.84
,,,,,,,,,,,,,,WR,Jamaal Pritchett (43728067),Jamaal Pritchett,43728067,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,WR,Gee Scott Jr. (43728069),Gee Scott Jr.,43728069,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,WR,Jalen Walthall (43728071),Jalen Walthall,43728071,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,WR,Caullin Lacy (43728073),Caullin Lacy,43728073,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,WR,DT Sheffield (43728075),DT Sheffield,43728075,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,WR,Malik McClain (43728077),Malik McClain,43728077,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,WR,Dylan Drummond (43727841),Dylan Drummond,43727841,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,ATL,1.24
,,,,,,,,,,,,,,WR,Vinny Anthony II (43727843),Vinny Anthony II,43727843,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0
,,,,,,,,,,,,,,WR,Chris Blair (43727845),Chris Blair,43727845,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0
,,,,,,,,,,,,,,WR,Antwane Wells Jr. (43727847),Antwane Wells Jr.,43727847,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0
,,,,,,,,,,,,,,WR,Le'Meke Brockington (43727849),Le'Meke Brockington,43727849,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0
,,,,,,,,,,,,,,WR,Keelan Marion (43727851),Keelan Marion,43727851,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0
,,,,,,,,,,,,,,WR,Ben Skowronek (43728109),Ben Skowronek,43728109,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0.94
,,,,,,,,,,,,,,WR,Kaden Wetjen (43728111),Kaden Wetjen,43728111,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,WR,Max Hurleman (43728113),Max Hurleman,43728113,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,WR,Cole Burgess (43728115),Cole Burgess,43728115,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,WR,Brandon Smith (43728117),Brandon Smith,43728117,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,WR,Joaquin Davis (43728119),Joaquin Davis,43728119,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,WR,Levi Wentz (43728121),Levi Wentz,43728121,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0
,,,,,,,,,,,,,,TE,Darnell Washington (43728273),Darnell Washington,43728273,TE/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,4.65
,,,,,,,,,,,,,,WR,Scotty Miller (43727887),Scotty Miller,43727887,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CHI,1.09
,,,,,,,,,,,,,,WR,Maurice Alexander (43727889),Maurice Alexander,43727889,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,WR,JP Richardson (43727891),JP Richardson,43727891,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,WR,Kaden Davis (43727893),Kaden Davis,43727893,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,WR,Omari Kelly (43727895),Omari Kelly,43727895,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,WR,Kyron Hudson (43727897),Kyron Hudson,43727897,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,WR,Chris Brazzell II (43728163),Chris Brazzell II,43728163,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Jimmy Horn Jr. (43728165),Jimmy Horn Jr.,43728165,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,1.91
,,,,,,,,,,,,,,WR,Brycen Tremayne (43728167),Brycen Tremayne,43728167,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,1.76
,,,,,,,,,,,,,,WR,David Moore (43728169),David Moore,43728169,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0.68
,,,,,,,,,,,,,,WR,Dan Chisena (43728171),Dan Chisena,43728171,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Ainias Smith (43728173),Ainias Smith,43728173,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Ja'seem Reed (43728175),Ja'seem Reed,43728175,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Malick Meiga (43728177),Malick Meiga,43728177,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Gabriel Benyard (43728211),Gabriel Benyard,43728211,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Casey Washington (43728213),Casey Washington,43728213,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,2.2
,,,,,,,,,,,,,,DST,Texans  (43728534),Texans ,43728534,DST,2900,BUF@HOU 09/13/2026 01:00PM ET,HOU,10.63
,,,,,,,,,,,,,,TE,Brock Wright (43728275),Brock Wright,43728275,TE/FLEX,2900,NO@DET 09/13/2026 01:00PM ET,DET,3.34
,,,,,,,,,,,,,,TE,Michael Mayer (43728277),Michael Mayer,43728277,TE/FLEX,2900,MIA@LV 09/13/2026 04:25PM ET,LV,5.68
,,,,,,,,,,,,,,DST,Raiders  (43728535),Raiders ,43728535,DST,2900,MIA@LV 09/13/2026 04:25PM ET,LV,4.41
,,,,,,,,,,,,,,TE,Tommy Tremble (43728279),Tommy Tremble,43728279,TE/FLEX,2900,CHI@CAR 09/13/2026 01:00PM ET,CAR,3.84
,,,,,,,,,,,,,,TE,Josh Oliver (43728281),Josh Oliver,43728281,TE/FLEX,2800,GB@MIN 09/13/2026 04:25PM ET,MIN,3.67
,,,,,,,,,,,,,,DST,Vikings  (43728537),Vikings ,43728537,DST,2800,GB@MIN 09/13/2026 04:25PM ET,MIN,8
,,,,,,,,,,,,,,TE,Ben Sinnott (43728285),Ben Sinnott,43728285,TE/FLEX,2800,WAS@PHI 09/13/2026 04:25PM ET,WAS,1.78
,,,,,,,,,,,,,,TE,Mason Taylor (43728283),Mason Taylor,43728283,TE/FLEX,2800,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,6.84
,,,,,,,,,,,,,,TE,Sam Roush (43728287),Sam Roush,43728287,TE/FLEX,2800,CHI@CAR 09/13/2026 01:00PM ET,CHI,0
,,,,,,,,,,,,,,DST,Bears  (43728536),Bears ,43728536,DST,2800,CHI@CAR 09/13/2026 01:00PM ET,CHI,6.37
,,,,,,,,,,,,,,DST,Bengals  (43728538),Bengals ,43728538,DST,2700,TB@CIN 09/13/2026 01:00PM ET,CIN,4.65
,,,,,,,,,,,,,,TE,Marlin Klein (43728295),Marlin Klein,43728295,TE/FLEX,2700,BUF@HOU 09/13/2026 01:00PM ET,HOU,0
,,,,,,,,,,,,,,TE,Oscar Delp (43728291),Oscar Delp,43728291,TE/FLEX,2700,NO@DET 09/13/2026 01:00PM ET,NO,0
,,,,,,,,,,,,,,DST,Dolphins  (43728539),Dolphins ,43728539,DST,2700,MIA@LV 09/13/2026 04:25PM ET,MIA,5.59
,,,,,,,,,,,,,,TE,Daniel Bellinger (43728289),Daniel Bellinger,43728289,TE/FLEX,2700,NYJ@TEN 09/13/2026 01:00PM ET,TEN,3.72
,,,,,,,,,,,,,,TE,Austin Hooper (43728309),Austin Hooper,43728309,TE/FLEX,2700,ATL@PIT 09/13/2026 01:00PM ET,ATL,3.24
,,,,,,,,,,,,,,TE,Ja'Tavion Sanders (43728293),Ja'Tavion Sanders,43728293,TE/FLEX,2700,CHI@CAR 09/13/2026 01:00PM ET,CAR,4.15
,,,,,,,,,,,,,,TE,Drew Sample (43728301),Drew Sample,43728301,TE/FLEX,2600,TB@CIN 09/13/2026 01:00PM ET,CIN,1.88
,,,,,,,,,,,,,,DST,Buccaneers  (43728541),Buccaneers ,43728541,DST,2600,TB@CIN 09/13/2026 01:00PM ET,TB,5.76
,,,,,,,,,,,,,,TE,Foster Moreau (43728299),Foster Moreau,43728299,TE/FLEX,2600,BUF@HOU 09/13/2026 01:00PM ET,HOU,1.17
,,,,,,,,,,,,,,TE,Tanner Koziol (43728305),Tanner Koziol,43728305,TE/FLEX,2600,CLE@JAX 09/13/2026 01:00PM ET,JAX,0
,,,,,,,,,,,,,,TE,Nate Boerkircher (43728307),Nate Boerkircher,43728307,TE/FLEX,2600,CLE@JAX 09/13/2026 01:00PM ET,JAX,0
,,,,,,,,,,,,,,DST,Falcons  (43728540),Falcons ,43728540,DST,2600,ATL@PIT 09/13/2026 01:00PM ET,ATL,7.12
,,,,,,,,,,,,,,TE,Mitchell Evans (43728303),Mitchell Evans,43728303,TE/FLEX,2600,CHI@CAR 09/13/2026 01:00PM ET,CAR,2.68
